request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_uncached_prefill_tokens|sglang_cache_hit_ratio|inference_time_s|actual_sglang_inference_time_s|communication_time_s|routing_processing_time_s|local_processing_time_s|other_processing_time_s|local_snapshot_match_after_process|total_time_s|generated_text|error
0|professional_law|0|0|0|||1359|0|0.0|1359|0|1359|0.0|0.6847|0.0164|0.0|0.0139|0.0041|0.018|1359|0.7027| B|
1|professional_psychology|1|1|1|||460|0|0.0|460|0|460|0.0|0.24|0.0103|0.0|0.0036|0.0024|0.006|460|0.246| C|
2|miscellaneous|2|2|2|||292|0|0.0|292|0|292|0.0|0.182|0.0099|0.0|0.0031|0.0027|0.0058|292|0.1878| B|
3|human_aging|3|3|3|||351|1|0.0028|351|1|350|0.0028|0.2011|0.0106|0.0|0.0043|0.0024|0.0067|351|0.2078| D|
4|anatomy|0|0|0|||388|0|0.0|388|0|388|0.0|0.2142|0.011|0.0|0.009|0.0091|0.0181|388|0.2323| B|
5|high_school_biology|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0126|0.0|0.0059|0.0059|0.0118|395|0.2284| B|
6|professional_law|0|0|0|||1409|1179|0.8368|1409|1179|230|0.8368|0.1626|0.0157|0.0|0.0119|0.0143|0.0262|1409|0.1888| A|
7|high_school_chemistry|2|2|2|||449|0|0.0|449|0|449|0.0|0.236|0.0138|0.0|0.0055|0.0052|0.0107|449|0.2467| A|
8|professional_accounting|3|3|3|||561|0|0.0|561|0|561|0.0|0.2787|0.0136|0.0|0.0063|0.0062|0.0125|561|0.2912| C|
9|human_aging|1|1|1|||307|1|0.0033|307|1|306|0.0033|0.1865|0.0114|0.0|0.007|0.0072|0.0142|307|0.2007| C|
10|public_relations|0|0|0|||399|0|0.0|399|0|399|0.0|0.218|0.0114|0.0|0.016|0.0158|0.0318|399|0.2498| C|
11|sociology|1|1|1|||403|0|0.0|403|0|403|0.0|0.2195|0.0114|0.0|0.0088|0.0088|0.0176|403|0.2371| B|
12|miscellaneous|2|2|2|||294|261|0.8878|294|261|33|0.8878|0.1081|0.0111|0.0|0.0066|0.0068|0.0134|294|0.1215| A|
13|high_school_chemistry|3|3|3|||458|0|0.0|458|0|458|0.0|0.2393|0.0108|0.0|0.0077|0.0081|0.0158|458|0.2551| B|
14|moral_scenarios|2|2|2|||625|0|0.0|625|0|625|0.0|0.3047|0.0092|0.0|0.0051|0.0047|0.0098|625|0.3145| C|
15|professional_law|0|0|0|||1341|1178|0.8784|1341|1178|163|0.8784|0.1428|0.0112|0.0|0.011|0.0421|0.0531|1341|0.1959| D|
16|prehistory|3|3|3|||429|0|0.0|429|0|429|0.0|0.2287|0.0108|0.0|0.0092|0.0097|0.0189|429|0.2476| D|
17|professional_psychology|1|1|1|||393|352|0.8957|393|352|41|0.8957|0.1101|0.0098|0.0|0.008|0.0078|0.0158|393|0.1259| D|
18|college_chemistry|0|0|0|||430|1|0.0023|430|1|429|0.0023|0.2287|0.0114|0.0|0.0218|0.0267|0.0485|430|0.2772| B|
19|professional_psychology|2|2|1|2|1|406|352|0.867|406|352|54|0.867|0.1134|0.0122|0.0045|0.0138|0.0144|0.0282|406|0.1461| A|
20|high_school_chemistry|3|3|3|||436|379|0.8693|436|379|57|0.8693|0.1141|0.0142|0.0|0.0274|0.0143|0.0417|436|0.1558| C|
21|electrical_engineering|1|1|1|||385|1|0.0026|385|1|384|0.0026|0.2128|0.0121|0.0|0.025|0.0158|0.0408|385|0.2536| C|
22|high_school_biology|0|0|1|0|1|478|329|0.6883|478|329|149|0.6883|0.1389|0.0116|0.0038|0.0304|0.015|0.0454|478|0.1881| B|
23|management|2|2|2|||278|0|0.0|278|0|278|0.0|0.1775|0.0109|0.0|0.0107|0.0102|0.0209|278|0.1984| D|
24|professional_psychology|1|1|1|||428|352|0.8224|428|352|76|0.8224|0.119|0.0108|0.0|0.0161|0.0159|0.032|428|0.151| D|
25|jurisprudence|3|3|0|3|0|535|1|0.0019|535|1|534|0.0019|0.2681|0.0135|0.0044|0.0138|0.0429|0.0567|535|0.3292| C|
26|moral_disputes|0|0|0|||404|0|0.0|404|0|404|0.0|0.2198|0.0114|0.0|0.0397|0.0261|0.0658|404|0.2856| B|
27|elementary_mathematics|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0097|0.0|0.0138|0.0132|0.027|395|0.2436| B|
28|high_school_world_history|2|2|2|||1656|0|0.0|1656|0|1656|0.0|0.8814|0.0198|0.0|0.0148|0.0163|0.0311|1656|0.9125| C|
29|philosophy|3|3|0|3|0|288|1|0.0035|288|1|287|0.0035|0.1804|0.0112|0.0039|0.0129|0.0298|0.0427|288|0.227| D|
