request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_uncached_prefill_tokens|sglang_cache_hit_ratio|inference_time_s|actual_sglang_inference_time_s|communication_time_s|routing_processing_time_s|local_processing_time_s|other_processing_time_s|local_snapshot_match_after_process|total_time_s|generated_text|error
0|professional_law|0|0|0|||1359|0|0.0|1359|0|1359|0.0|0.6847|0.0146|0.0|0.0153|0.004|0.0193|1359|0.704| B|
1|professional_psychology|1|1|1|||460|0|0.0|460|0|460|0.0|0.24|0.0112|0.0|0.0045|0.0034|0.0079|460|0.2479| C|
2|miscellaneous|2|2|2|||292|0|0.0|292|0|292|0.0|0.182|0.0108|0.0|0.0042|0.0027|0.0069|292|0.1889| B|
3|human_aging|3|3|3|||351|1|0.0028|351|1|350|0.0028|0.2011|0.0124|0.0|0.005|0.003|0.008|351|0.2091| D|
4|anatomy|0|0|0|||388|0|0.0|388|0|388|0.0|0.2142|0.0102|0.0|0.0093|0.0068|0.0161|388|0.2303| B|
5|high_school_biology|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0122|0.0|0.0064|0.0057|0.0121|395|0.2287| B|
6|professional_law|0|0|0|||1409|1179|0.8368|1409|1179|230|0.8368|0.1626|0.0157|0.0|0.0121|0.014|0.0261|1409|0.1887| A|
7|high_school_chemistry|2|2|2|||449|0|0.0|449|0|449|0.0|0.236|0.0132|0.0|0.0064|0.0056|0.012|449|0.248| A|
8|professional_accounting|3|3|3|||561|0|0.0|561|0|561|0.0|0.2787|0.0146|0.0|0.006|0.0062|0.0122|561|0.2909| C|
9|human_aging|1|1|1|||307|1|0.0033|307|1|306|0.0033|0.1865|0.0113|0.0|0.0073|0.0087|0.016|307|0.2025| C|
10|public_relations|0|0|0|||399|0|0.0|399|0|399|0.0|0.218|0.0189|0.0|0.0214|0.0116|0.033|399|0.251| C|
11|sociology|1|1|1|||403|0|0.0|403|0|403|0.0|0.2195|0.0093|0.0|0.0057|0.0045|0.0102|403|0.2297| B|
12|miscellaneous|2|2|2|||294|261|0.8878|294|261|33|0.8878|0.1081|0.0114|0.0|0.0071|0.0056|0.0127|294|0.1208| A|
13|high_school_chemistry|3|3|3|||458|0|0.0|458|0|458|0.0|0.2393|0.0116|0.0|0.0079|0.008|0.0159|458|0.2552| B|
14|moral_scenarios|2|2|2|||625|0|0.0|625|0|625|0.0|0.3047|0.0097|0.0|0.0055|0.0048|0.0103|625|0.315| C|
15|professional_law|0|0|0|||1341|1178|0.8784|1341|1178|163|0.8784|0.1428|0.0146|0.0|0.0189|0.0203|0.0392|1341|0.182| D|
16|prehistory|3|3|3|||429|0|0.0|429|0|429|0.0|0.2287|0.0129|0.0|0.0102|0.012|0.0222|429|0.2509| D|
17|professional_psychology|1|1|1|||393|352|0.8957|393|352|41|0.8957|0.1101|0.0114|0.0|0.0104|0.012|0.0224|393|0.1325| D|
18|college_chemistry|0|0|0|||430|1|0.0023|430|1|429|0.0023|0.2287|0.0109|0.0|0.022|0.011|0.033|430|0.2617| B|
19|professional_psychology|2|2|1|2|1|406|352|0.867|406|352|54|0.867|0.1134|0.0147|0.4448|0.0112|0.021|0.0322|406|0.5904| A|
