request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_uncached_prefill_tokens|sglang_cache_hit_ratio|inference_time_s|actual_sglang_inference_time_s|communication_time_s|routing_processing_time_s|local_processing_time_s|other_processing_time_s|local_snapshot_match_after_process|total_time_s|generated_text|error
0|professional_law|0|0|0|||1359|0|0.0|1359|0|1359|0.0|0.6847|0.0285|0.0|0.0298|0.0157|0.0455|1359|0.7302| B|
1|professional_psychology|1|1|1|||460|0|0.0|460|0|460|0.0|0.24|0.021|0.0|0.0066|0.0076|0.0142|460|0.2542| C|
2|miscellaneous|2|2|2|||292|0|0.0|292|0|292|0.0|0.182|0.0201|0.0|0.0067|0.0069|0.0136|292|0.1956| B|
3|human_aging|3|3|3|||351|1|0.0028|351|1|350|0.0028|0.2011|0.013|0.0|0.0079|0.0053|0.0132|351|0.2143| D|
4|anatomy|0|0|0|||388|0|0.0|388|0|388|0.0|0.2142|0.0144|0.0|0.0104|0.0098|0.0202|388|0.2344| B|
5|high_school_biology|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0123|0.0|0.0058|0.0048|0.0106|395|0.2272| B|
6|professional_law|0|0|0|||1409|1179|0.8368|1409|1179|230|0.8368|0.1626|0.0293|0.0|0.0152|0.0183|0.0335|1409|0.1961| A|
7|high_school_chemistry|2|2|2|||449|0|0.0|449|0|449|0.0|0.236|0.0153|0.0|0.0061|0.0055|0.0116|449|0.2476| A|
8|professional_accounting|3|3|3|||561|0|0.0|561|0|561|0.0|0.2787|0.025|0.0|0.0057|0.0051|0.0108|561|0.2895| C|
9|human_aging|1|1|1|||307|1|0.0033|307|1|306|0.0033|0.1865|0.0124|0.0|0.0074|0.0072|0.0146|307|0.2011| C|
10|public_relations|0|0|0|||399|0|0.0|399|0|399|0.0|0.218|0.023|0.0|0.0179|0.017|0.0349|399|0.2529| C|
11|sociology|1|1|1|||403|0|0.0|403|0|403|0.0|0.2195|0.0135|0.0|0.0098|0.0055|0.0153|403|0.2348| B|
12|miscellaneous|2|2|2|||294|261|0.8878|294|261|33|0.8878|0.1081|0.0162|0.0|0.0083|0.0126|0.0209|294|0.129| A|
13|high_school_chemistry|3|3|3|||458|0|0.0|458|0|458|0.0|0.2393|0.0106|0.0|0.0075|0.0065|0.014|458|0.2533| B|
14|moral_scenarios|2|2|2|||625|0|0.0|625|0|625|0.0|0.3047|0.014|0.0|0.0156|0.0094|0.025|625|0.3297| C|
15|professional_law|0|0|0|||1341|1178|0.8784|1341|1178|163|0.8784|0.1428|0.0199|0.0|0.0203|0.0238|0.0441|1341|0.1869| D|
16|prehistory|3|3|3|||429|0|0.0|429|0|429|0.0|0.2287|0.0107|0.0|0.0083|0.0081|0.0164|429|0.2451| D|
17|professional_psychology|1|1|1|||393|352|0.8957|393|352|41|0.8957|0.1101|0.0185|0.0|0.0115|0.0083|0.0198|393|0.1299| D|
18|college_chemistry|0|0|0|||430|1|0.0023|430|1|429|0.0023|0.2287|0.014|0.0|0.0301|0.0268|0.0569|430|0.2856| B|
19|professional_psychology|2|2|2|||406|0|0.0|406|0|406|0.0|0.2205|0.012|0.0|0.0092|0.0079|0.0171|406|0.2376| A|
20|high_school_chemistry|3|3|3|||436|379|0.8693|436|379|57|0.8693|0.1141|0.0202|0.0|0.0116|0.0114|0.023|436|0.1371| C|
21|electrical_engineering|1|1|1|||385|1|0.0026|385|1|384|0.0026|0.2128|0.0139|0.0|0.0144|0.0138|0.0282|385|0.241| C|
22|high_school_biology|0|0|0|||478|0|0.0|478|0|478|0.0|0.2467|0.0394|0.0|0.0241|0.0321|0.0562|478|0.3029| B|
23|management|2|2|2|||278|0|0.0|278|0|278|0.0|0.1775|0.0146|0.0|0.0182|0.0113|0.0295|278|0.207| D|
24|professional_psychology|1|1|1|||428|352|0.8224|428|352|76|0.8224|0.119|0.0126|0.0|0.0163|0.0147|0.031|428|0.15| D|
25|jurisprudence|3|3|3|||535|0|0.0|535|0|535|0.0|0.2685|0.0321|0.0|0.0153|0.0164|0.0317|535|0.3002| C|
26|moral_disputes|0|0|0|||404|0|0.0|404|0|404|0.0|0.2198|0.0348|0.0|0.0286|0.0306|0.0592|404|0.279| B|
27|elementary_mathematics|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0236|0.0|0.0371|0.0164|0.0535|395|0.2701| B|
28|high_school_world_history|2|2|2|||1656|0|0.0|1656|0|1656|0.0|0.8814|0.018|0.0|0.0177|0.0215|0.0392|1656|0.9206| C|
29|philosophy|3|3|3|||288|0|0.0|288|0|288|0.0|0.1807|0.0302|0.0|0.0163|0.0363|0.0526|288|0.2333| D|
30|elementary_mathematics|2|2|2|||360|3|0.0083|360|3|357|0.0083|0.2035|0.011|0.0|0.0186|0.0192|0.0378|360|0.2413| B|
31|international_law|0|0|0|||537|1|0.0019|537|1|536|0.0019|0.2689|0.0377|0.0|0.0462|0.0278|0.074|537|0.3429| C|
32|professional_psychology|3|3|3|||429|1|0.0023|429|1|428|0.0023|0.2284|0.0153|0.0|0.0171|0.035|0.0521|429|0.2805| B|
33|logical_fallacies|1|1|1|||502|0|0.0|502|0|502|0.0|0.2558|0.0421|0.0|0.0242|0.0295|0.0537|502|0.3095| C|
34|high_school_european_history|2|2|2|||1637|8|0.0049|1637|8|1629|0.0049|0.8625|0.0178|0.0|0.0462|0.0243|0.0705|1637|0.933| C|
35|miscellaneous|0|0|0|||291|0|0.0|291|0|291|0.0|0.1817|0.055|0.0|0.045|0.0348|0.0798|291|0.2615| D|
36|high_school_microeconomics|3|3|3|||456|0|0.0|456|0|456|0.0|0.2386|0.0128|0.0|0.0192|0.0439|0.0631|456|0.3017| C|
37|professional_law|1|1|1|||1336|0|0.0|1336|0|1336|0.0|0.6705|0.0403|0.0|0.0548|0.0277|0.0825|1336|0.753| D|
38|high_school_psychology|0|0|0|||331|0|0.0|331|0|331|0.0|0.1948|0.0356|0.0|0.0478|0.0863|0.1341|331|0.3289| C|
39|high_school_geography|1|1|1|||284|1|0.0035|284|1|283|0.0035|0.1791|0.0467|0.0|0.0265|0.0267|0.0532|284|0.2323| C|
40|moral_scenarios|2|2|2|||623|560|0.8989|623|560|63|0.8989|0.1157|0.0443|0.0|0.0384|0.07|0.1084|623|0.2241| A|
41|high_school_world_history|3|3|3|||1827|0|0.0|1827|0|1827|0.0|1.0058|0.0314|0.0|0.0251|0.061|0.0861|1827|1.0919| D|
42|moral_scenarios|0|0|0|||631|0|0.0|631|0|631|0.0|0.3072|0.0429|0.0|0.0682|0.0586|0.1268|631|0.434| A|
43|us_foreign_policy|2|2|2|||369|3|0.0081|369|3|366|0.0081|0.2066|0.0261|0.0|0.0495|0.0314|0.0809|369|0.2875| C|
44|high_school_us_history|3|3|3|||1775|8|0.0045|1775|8|1767|0.0045|0.9612|0.0356|0.0|0.0509|0.0446|0.0955|1775|1.0567| B|
45|professional_psychology|1|1|1|||468|352|0.7521|468|352|116|0.7521|0.1297|0.0124|0.0|0.0428|0.037|0.0798|468|0.2095| B|
46|professional_psychology|2|2|2|||411|352|0.8564|411|352|59|0.8564|0.1146|0.023|0.0|0.065|0.0516|0.1166|411|0.2312| B|
47|college_physics|0|0|0|||512|1|0.002|512|1|511|0.002|0.2592|0.0266|0.0|0.0812|0.0491|0.1303|512|0.3895| B|
48|international_law|3|3|3|||515|1|0.0019|515|1|514|0.0019|0.2603|0.0141|0.0|0.0553|0.0608|0.1161|515|0.3764| B|
49|astronomy|1|1|1|||386|2|0.0052|386|2|384|0.0052|0.2128|0.0386|0.0|0.0373|0.0162|0.0535|386|0.2663| B|
50|global_facts|2|2|2|||325|0|0.0|325|0|325|0.0|0.1928|0.048|0.0|0.0532|0.0399|0.0931|325|0.2859| C|
51|miscellaneous|0|0|0|||307|264|0.8599|307|264|43|0.8599|0.1106|0.0441|0.0|0.0651|0.0794|0.1445|307|0.2551| B|
52|moral_scenarios|1|1|1|||611|0|0.0|611|0|611|0.0|0.2989|0.0286|0.0|0.0445|0.017|0.0615|611|0.3604| C|
53|formal_logic|3|3|3|||709|0|0.0|709|0|709|0.0|0.3405|0.0491|0.0|0.0483|0.0527|0.101|709|0.4415| A|
54|high_school_macroeconomics|0|0|0|||461|0|0.0|461|0|461|0.0|0.2404|0.04|0.0|0.0843|0.044|0.1283|461|0.3687| C|
55|logical_fallacies|2|2|2|||577|0|0.0|577|0|577|0.0|0.2851|0.0599|0.0|0.035|0.0352|0.0702|577|0.3553| D|
56|moral_scenarios|3|3|3|||619|0|0.0|619|0|619|0.0|0.3022|0.0403|0.0|0.081|0.054|0.135|619|0.4372| C|
57|high_school_psychology|0|0|0|||387|289|0.7468|387|289|98|0.7468|0.1249|0.058|0.0|0.0545|0.0922|0.1467|387|0.2716| B|
58|elementary_mathematics|1|1|1|||359|320|0.8914|359|320|39|0.8914|0.1096|0.0443|0.0|0.0312|0.0519|0.0831|359|0.1927| B|
59|human_sexuality|1|1|1|||382|4|0.0105|382|4|378|0.0105|0.2107|0.0456|0.0|0.0681|0.0745|0.1426|382|0.3533| B|
60|miscellaneous|2|2|2|||301|261|0.8671|301|261|40|0.8671|0.1098|0.0407|0.0|0.0368|0.0884|0.1252|301|0.235| C|
61|nutrition|2|2|2|||378|1|0.0026|378|1|377|0.0026|0.2104|0.0108|0.0|0.0388|0.0726|0.1114|378|0.3218| B|
62|philosophy|3|3|3|||284|246|0.8662|284|246|38|0.8662|0.1093|0.0126|0.0|0.1164|0.0438|0.1602|284|0.2695| A|
63|high_school_psychology|0|0|0|||359|289|0.805|359|289|70|0.805|0.1175|0.024|0.0|0.0627|0.0924|0.1551|359|0.2726| B|
64|world_religions|3|3|3|||254|0|0.0|254|0|254|0.0|0.17|0.0937|0.0|0.0547|0.0678|0.1225|254|0.2925| C|
65|miscellaneous|1|1|1|||362|0|0.0|362|0|362|0.0|0.2052|0.026|0.0|0.0341|0.079|0.1131|362|0.3183| C|
66|virology|0|0|0|||309|0|0.0|309|0|309|0.0|0.1875|0.0365|0.0|0.0397|0.0349|0.0746|309|0.2621| B|
67|professional_law|2|2|2|||1408|0|0.0|1408|0|1408|0.0|0.7155|0.0256|0.0|0.0806|0.044|0.1246|1408|0.8401| D|
68|high_school_chemistry|3|3|3|||419|379|0.9045|419|379|40|0.9045|0.1098|0.013|0.0|0.0366|0.0249|0.0615|419|0.1713| C|
69|moral_scenarios|0|0|0|||617|561|0.9092|617|561|56|0.9092|0.1139|0.0366|0.0|0.0819|0.0425|0.1244|617|0.2383| A|
70|professional_law|1|1|1|||1336|1178|0.8817|1336|1178|158|0.8817|0.1414|0.0731|0.0|0.0617|0.0364|0.0981|1336|0.2395| C|
71|high_school_psychology|2|2|2|||348|0|0.0|348|0|348|0.0|0.2005|0.0691|0.0|0.0434|0.0602|0.1036|348|0.3041| B|
72|high_school_geography|3|3|3|||293|1|0.0034|293|1|292|0.0034|0.182|0.0215|0.0|0.0408|0.0937|0.1345|293|0.3165| D|
73|world_religions|0|0|0|||250|0|0.0|250|0|250|0.0|0.1688|0.0127|0.0|0.0866|0.0267|0.1133|250|0.2821| B|
74|miscellaneous|1|1|1|||293|261|0.8908|293|261|32|0.8908|0.1078|0.0742|0.0|0.053|0.0778|0.1308|293|0.2386| C|
75|prehistory|2|2|2|||419|0|0.0|419|0|419|0.0|0.2251|0.0515|0.0|0.0891|0.1311|0.2202|419|0.4453| B|
76|us_foreign_policy|3|3|3|||345|0|0.0|345|0|345|0.0|0.1995|0.0615|0.0|0.0933|0.0672|0.1605|345|0.36| D|
77|world_religions|0|0|0|||261|206|0.7893|261|206|55|0.7893|0.1136|0.0655|0.0|0.0572|0.073|0.1302|261|0.2438| D|
78|high_school_psychology|1|1|1|||366|0|0.0|366|0|366|0.0|0.2066|0.0631|0.0|0.0806|0.0571|0.1377|366|0.3443| C|
79|high_school_macroeconomics|2|2|2|||414|0|0.0|414|0|414|0.0|0.2234|0.0612|0.0|0.1283|0.1163|0.2446|414|0.468| B|
80|high_school_microeconomics|3|3|3|||521|386|0.7409|521|386|135|0.7409|0.135|0.0132|0.0|0.0887|0.0357|0.1244|521|0.2594| D|
