request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_uncached_prefill_tokens|sglang_cache_hit_ratio|inference_time_s|actual_sglang_inference_time_s|communication_time_s|routing_processing_time_s|local_processing_time_s|other_processing_time_s|local_snapshot_match_after_process|total_time_s|generated_text|error
0|professional_law|0|0|0|||1359|0|0.0|1359|0|1359|0.0|0.6847|0.0183|0.0|0.0216|0.0092|0.0308|1359|0.7155| B|
1|professional_psychology|1|1|1|||460|0|0.0|460|0|460|0.0|0.24|0.0104|0.0|0.0054|0.0043|0.0097|460|0.2497| C|
2|miscellaneous|2|2|2|||292|0|0.0|292|0|292|0.0|0.182|0.0104|0.0|0.004|0.0037|0.0077|292|0.1897| B|
3|human_aging|3|3|3|||351|1|0.0028|351|1|350|0.0028|0.2011|0.0129|0.0|0.0045|0.005|0.0095|351|0.2106| D|
4|anatomy|0|0|0|||388|0|0.0|388|0|388|0.0|0.2142|0.011|0.0|0.0113|0.0106|0.0219|388|0.2361| B|
5|high_school_biology|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0166|0.0|0.0059|0.0059|0.0118|395|0.2284| B|
6|professional_law|0|0|0|||1409|1179|0.8368|1409|1179|230|0.8368|0.1626|0.0317|0.0|0.0117|0.0174|0.0291|1409|0.1917| A|
7|high_school_chemistry|2|2|2|||449|0|0.0|449|0|449|0.0|0.236|0.0126|0.0|0.0072|0.0069|0.0141|449|0.2501| A|
8|professional_accounting|3|3|3|||561|0|0.0|561|0|561|0.0|0.2787|0.0145|0.0|0.0086|0.0075|0.0161|561|0.2948| C|
9|human_aging|1|1|1|||307|1|0.0033|307|1|306|0.0033|0.1865|0.0116|0.0|0.0091|0.0086|0.0177|307|0.2042| C|
10|public_relations|0|0|0|||399|0|0.0|399|0|399|0.0|0.218|0.0125|0.0|0.0206|0.0192|0.0398|399|0.2578| C|
11|sociology|1|1|1|||403|0|0.0|403|0|403|0.0|0.2195|0.0123|0.0|0.0123|0.0107|0.023|403|0.2425| B|
12|miscellaneous|2|2|2|||294|261|0.8878|294|261|33|0.8878|0.1081|0.0112|0.0|0.0086|0.0082|0.0168|294|0.1249| A|
13|high_school_chemistry|3|3|3|||458|0|0.0|458|0|458|0.0|0.2393|0.0113|0.0|0.0105|0.0094|0.0199|458|0.2592| B|
14|moral_scenarios|2|2|2|||625|0|0.0|625|0|625|0.0|0.3047|0.0151|0.0|0.0109|0.0111|0.022|625|0.3267| C|
15|professional_law|0|0|0|||1341|1178|0.8784|1341|1178|163|0.8784|0.1428|0.015|0.0|0.0244|0.025|0.0494|1341|0.1922| D|
16|prehistory|3|3|3|||429|0|0.0|429|0|429|0.0|0.2287|0.0119|0.0|0.0124|0.0114|0.0238|429|0.2525| D|
17|professional_psychology|1|1|1|||393|352|0.8957|393|352|41|0.8957|0.1101|0.0112|0.0|0.0128|0.0125|0.0253|393|0.1354| D|
18|college_chemistry|0|0|0|||430|1|0.0023|430|1|429|0.0023|0.2287|0.012|0.0|0.0274|0.0231|0.0505|430|0.2792| B|
19|professional_psychology|2|2|2|||406|0|0.0|406|0|406|0.0|0.2205|0.011|0.0|0.0111|0.0129|0.024|406|0.2445| A|
20|high_school_chemistry|3|3|3|||436|379|0.8693|436|379|57|0.8693|0.1141|0.0106|0.0|0.0124|0.0117|0.0241|436|0.1382| C|
21|electrical_engineering|1|1|1|||385|1|0.0026|385|1|384|0.0026|0.2128|0.0107|0.0|0.0121|0.012|0.0241|385|0.2369| C|
22|high_school_biology|0|0|0|||478|0|0.0|478|0|478|0.0|0.2467|0.0101|0.0|0.023|0.0235|0.0465|478|0.2932| B|
23|management|2|2|2|||278|0|0.0|278|0|278|0.0|0.1775|0.0112|0.0|0.0157|0.0172|0.0329|278|0.2104| D|
24|professional_psychology|1|1|1|||428|352|0.8224|428|352|76|0.8224|0.119|0.012|0.0|0.0179|0.0181|0.036|428|0.155| D|
25|jurisprudence|3|3|3|||535|0|0.0|535|0|535|0.0|0.2685|0.0296|0.0|0.0189|0.0222|0.0411|535|0.3096| C|
26|moral_disputes|0|0|0|||404|0|0.0|404|0|404|0.0|0.2198|0.0101|0.0|0.0457|0.0145|0.0602|404|0.28| B|
27|elementary_mathematics|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0085|0.0|0.0091|0.0075|0.0166|395|0.2332| B|
28|high_school_world_history|2|2|2|||1656|0|0.0|1656|0|1656|0.0|0.8814|0.0137|0.0|0.0128|0.0103|0.0231|1656|0.9045| C|
29|philosophy|3|3|3|||288|0|0.0|288|0|288|0.0|0.1807|0.0117|0.0|0.0157|0.0159|0.0316|288|0.2123| D|
30|elementary_mathematics|2|2|2|||360|3|0.0083|360|3|357|0.0083|0.2035|0.0086|0.0|0.0103|0.0098|0.0201|360|0.2236| B|
31|international_law|0|0|0|||537|1|0.0019|537|1|536|0.0019|0.2689|0.0108|0.0|0.0156|0.0215|0.0371|537|0.306| C|
32|professional_psychology|3|3|3|||429|1|0.0023|429|1|428|0.0023|0.2284|0.0115|0.0|0.0177|0.0314|0.0491|429|0.2775| B|
33|logical_fallacies|1|1|1|||502|0|0.0|502|0|502|0.0|0.2558|0.012|0.0|0.0214|0.0201|0.0415|502|0.2973| C|
34|high_school_european_history|2|2|2|||1637|8|0.0049|1637|8|1629|0.0049|0.8625|0.0189|0.0|0.0303|0.0241|0.0544|1637|0.9169| C|
35|miscellaneous|0|0|0|||291|0|0.0|291|0|291|0.0|0.1817|0.0119|0.0|0.035|0.0379|0.0729|291|0.2546| D|
36|high_school_microeconomics|3|3|3|||456|0|0.0|456|0|456|0.0|0.2386|0.0114|0.0|0.0201|0.0178|0.0379|456|0.2765| C|
37|professional_law|1|1|1|||1336|0|0.0|1336|0|1336|0.0|0.6705|0.0189|0.0|0.03|0.0269|0.0569|1336|0.7274| D|
38|high_school_psychology|0|0|0|||331|0|0.0|331|0|331|0.0|0.1948|0.0115|0.0|0.0387|0.0296|0.0683|331|0.2631| C|
39|high_school_geography|1|1|1|||284|1|0.0035|284|1|283|0.0035|0.1791|0.0107|0.0|0.0235|0.0258|0.0493|284|0.2284| C|
40|moral_scenarios|2|2|2|||623|560|0.8989|623|560|63|0.8989|0.1157|0.0139|0.0|0.0355|0.0336|0.0691|623|0.1848| A|
41|high_school_world_history|3|3|3|||1827|0|0.0|1827|0|1827|0.0|1.0058|0.0222|0.0|0.0311|0.0311|0.0622|1827|1.068| D|
42|moral_scenarios|0|0|0|||631|0|0.0|631|0|631|0.0|0.3072|0.0167|0.0|0.0421|0.05|0.0921|631|0.3993| A|
43|us_foreign_policy|2|2|2|||369|3|0.0081|369|3|366|0.0081|0.2066|0.0122|0.0|0.0359|0.0362|0.0721|369|0.2787| C|
44|high_school_us_history|3|3|3|||1775|8|0.0045|1775|8|1767|0.0045|0.9612|0.0164|0.0|0.0331|0.0284|0.0615|1775|1.0227| B|
45|professional_psychology|1|1|1|||468|352|0.7521|468|352|116|0.7521|0.1297|0.0132|0.0|0.0278|0.0231|0.0509|468|0.1806| B|
46|professional_psychology|2|2|2|||411|352|0.8564|411|352|59|0.8564|0.1146|0.0134|0.0|0.038|0.0373|0.0753|411|0.1899| B|
47|college_physics|0|0|0|||512|1|0.002|512|1|511|0.002|0.2592|0.0121|0.0|0.0429|0.0414|0.0843|512|0.3435| B|
