request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_uncached_prefill_tokens|sglang_cache_hit_ratio|inference_time_s|actual_sglang_inference_time_s|communication_time_s|routing_processing_time_s|local_processing_time_s|other_processing_time_s|local_snapshot_match_after_process|total_time_s|generated_text|error
0|professional_law|0|0|0|||1359|0|0.0|1359|0|1359|0.0|0.6847|0.0155|0.0|0.0278|0.0056|0.0334|1359|0.7181| B|
1|professional_psychology|1|1|1|||460|0|0.0|460|0|460|0.0|0.24|0.013|0.0|0.0068|0.0052|0.012|460|0.252| C|
2|miscellaneous|2|2|2|||292|0|0.0|292|0|292|0.0|0.182|0.0114|0.0|0.0057|0.0048|0.0105|292|0.1925| B|
3|human_aging|3|3|3|||351|1|0.0028|351|1|350|0.0028|0.2011|0.0141|0.0|0.0066|0.0052|0.0118|351|0.2129| D|
4|anatomy|0|0|0|||388|0|0.0|388|0|388|0.0|0.2142|0.0126|0.0|0.0119|0.0114|0.0233|388|0.2375| B|
5|high_school_biology|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0132|0.0|0.0085|0.0071|0.0156|395|0.2322| B|
6|professional_law|0|0|0|||1409|1179|0.8368|1409|1179|230|0.8368|0.1626|0.0128|0.0|0.0125|0.01|0.0225|1409|0.1851| A|
7|high_school_chemistry|2|2|2|||449|0|0.0|449|0|449|0.0|0.236|0.0126|0.0|0.0071|0.0055|0.0126|449|0.2486| A|
8|professional_accounting|3|3|3|||561|0|0.0|561|0|561|0.0|0.2787|0.0112|0.0|0.0043|0.0033|0.0076|561|0.2863| C|
9|human_aging|1|1|1|||307|1|0.0033|307|1|306|0.0033|0.1865|0.0109|0.0|0.007|0.0054|0.0124|307|0.1989| C|
10|public_relations|0|0|0|||399|0|0.0|399|0|399|0.0|0.218|0.0111|0.0|0.0153|0.017|0.0323|399|0.2503| C|
11|sociology|1|1|1|||403|0|0.0|403|0|403|0.0|0.2195|0.022|0.0|0.0223|0.0107|0.033|403|0.2525| B|
12|miscellaneous|2|2|2|||294|261|0.8878|294|261|33|0.8878|0.1081|0.0124|0.0|0.0187|0.0082|0.0269|294|0.135| A|
13|high_school_chemistry|3|3|3|||458|0|0.0|458|0|458|0.0|0.2393|0.0124|0.0|0.014|0.0096|0.0236|458|0.2629| B|
14|moral_scenarios|2|2|2|||625|0|0.0|625|0|625|0.0|0.3047|0.0097|0.0|0.0089|0.0058|0.0147|625|0.3194| C|
15|professional_law|0|0|0|||1341|1178|0.8784|1341|1178|163|0.8784|0.1428|0.0153|0.0|0.0236|0.0124|0.036|1341|0.1788| D|
