request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_uncached_prefill_tokens|sglang_cache_hit_ratio|inference_time_s|actual_sglang_inference_time_s|communication_time_s|routing_processing_time_s|local_processing_time_s|other_processing_time_s|local_snapshot_match_after_process|total_time_s|generated_text|error
0|professional_law|0|0|0|||1359|0|0.0|1359|0|1359|0.0|0.6847|0.014|0.0|0.0188|0.0046|0.0234|1359|0.7081| B|
1|professional_psychology|1|1|1|||460|0|0.0|460|0|460|0.0|0.24|0.0123|0.0|0.0051|0.0087|0.0138|460|0.2538| C|
2|miscellaneous|2|2|2|||292|0|0.0|292|0|292|0.0|0.182|0.0112|0.0|0.005|0.004|0.009|292|0.191| B|
3|human_aging|3|3|3|||351|1|0.0028|351|1|350|0.0028|0.2011|0.0135|0.0|0.004|0.0031|0.0071|351|0.2082| D|
4|anatomy|0|0|0|||388|0|0.0|388|0|388|0.0|0.2142|0.0112|0.0|0.0097|0.009|0.0187|388|0.2329| B|
5|high_school_biology|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0105|0.0|0.0041|0.0031|0.0072|395|0.2238| B|
6|professional_law|0|0|0|||1409|1179|0.8368|1409|1179|230|0.8368|0.1626|0.0157|0.0|0.0116|0.0142|0.0258|1409|0.1884| A|
7|high_school_chemistry|2|2|2|||449|0|0.0|449|0|449|0.0|0.236|0.0124|0.0|0.0054|0.0055|0.0109|449|0.2469| A|
8|professional_accounting|3|3|3|||561|0|0.0|561|0|561|0.0|0.2787|0.0141|0.0|0.0047|0.0052|0.0099|561|0.2886| C|
9|human_aging|1|1|1|||307|1|0.0033|307|1|306|0.0033|0.1865|0.0094|0.0|0.0044|0.0038|0.0082|307|0.1947| C|
10|public_relations|0|0|0|||399|0|0.0|399|0|399|0.0|0.218|0.0099|0.0|0.0156|0.0079|0.0235|399|0.2415| C|
11|sociology|1|1|1|||403|0|0.0|403|0|403|0.0|0.2195|0.0098|0.0|0.0052|0.0088|0.014|403|0.2335| B|
12|miscellaneous|2|2|2|||294|261|0.8878|294|261|33|0.8878|0.1081|0.0108|0.0|0.0065|0.0069|0.0134|294|0.1215| A|
13|high_school_chemistry|3|3|3|||458|0|0.0|458|0|458|0.0|0.2393|0.0103|0.0|0.0065|0.0065|0.013|458|0.2523| B|
14|moral_scenarios|2|2|2|||625|0|0.0|625|0|625|0.0|0.3047|0.0114|0.0|0.0083|0.0109|0.0192|625|0.3239| C|
15|professional_law|0|0|0|||1341|1178|0.8784|1341|1178|163|0.8784|0.1428|0.0149|0.0|0.0184|0.0207|0.0391|1341|0.1819| D|
16|prehistory|3|3|3|||429|0|0.0|429|0|429|0.0|0.2287|0.0102|0.0|0.0086|0.0105|0.0191|429|0.2478| D|
17|professional_psychology|1|1|1|||393|352|0.8957|393|352|41|0.8957|0.1101|0.0141|0.0|0.016|0.0108|0.0268|393|0.1369| D|
18|college_chemistry|0|0|0|||430|1|0.0023|430|1|429|0.0023|0.2287|0.0124|0.0|0.0277|0.0268|0.0545|430|0.2832| B|
19|professional_psychology|2|2|2|||406|0|0.0|406|0|406|0.0|0.2205|0.0119|0.0|0.0139|0.0127|0.0266|406|0.2471| A|
20|high_school_chemistry|3|3|3|||436|379|0.8693|436|379|57|0.8693|0.1141|0.0112|0.0|0.0127|0.0121|0.0248|436|0.1389| C|
21|electrical_engineering|1|1|1|||385|1|0.0026|385|1|384|0.0026|0.2128|0.0146|0.0|0.0182|0.0174|0.0356|385|0.2484| C|
22|high_school_biology|0|0|0|||478|0|0.0|478|0|478|0.0|0.2467|0.0133|0.0|0.0281|0.0287|0.0568|478|0.3035| B|
23|management|2|2|2|||278|0|0.0|278|0|278|0.0|0.1775|0.0101|0.0|0.012|0.0086|0.0206|278|0.1981| D|
24|professional_psychology|1|1|1|||428|352|0.8224|428|352|76|0.8224|0.119|0.0103|0.0|0.0123|0.008|0.0203|428|0.1393| D|
25|jurisprudence|3|3|3|||535|0|0.0|535|0|535|0.0|0.2685|0.0135|0.0|0.0157|0.018|0.0337|535|0.3022| C|
26|moral_disputes|0|0|0|||404|0|0.0|404|0|404|0.0|0.2198|0.0125|0.0|0.0329|0.028|0.0609|404|0.2807| B|
27|elementary_mathematics|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0104|0.0|0.0122|0.008|0.0202|395|0.2368| B|
28|high_school_world_history|2|2|2|||1656|0|0.0|1656|0|1656|0.0|0.8814|0.0209|0.0|0.0145|0.0181|0.0326|1656|0.914| C|
29|philosophy|3|3|3|||288|0|0.0|288|0|288|0.0|0.1807|0.0118|0.0|0.0084|0.0146|0.023|288|0.2037| D|
30|elementary_mathematics|2|2|2|||360|3|0.0083|360|3|357|0.0083|0.2035|0.0103|0.0|0.0144|0.0152|0.0296|360|0.2331| B|
31|international_law|0|0|0|||537|1|0.0019|537|1|536|0.0019|0.2689|0.0156|0.0|0.039|0.0371|0.0761|537|0.345| C|
32|professional_psychology|3|3|3|||429|1|0.0023|429|1|428|0.0023|0.2284|0.0131|0.0|0.0201|0.0203|0.0404|429|0.2688| B|
33|logical_fallacies|1|1|1|||502|0|0.0|502|0|502|0.0|0.2558|0.0129|0.0|0.0223|0.013|0.0353|502|0.2911| C|
34|high_school_european_history|2|2|2|||1637|8|0.0049|1637|8|1629|0.0049|0.8625|0.0295|0.0|0.0239|0.0272|0.0511|1637|0.9136| C|
35|miscellaneous|0|0|0|||291|0|0.0|291|0|291|0.0|0.1817|0.0095|0.0|0.0156|0.0146|0.0302|291|0.2119| D|
36|high_school_microeconomics|3|3|3|||456|0|0.0|456|0|456|0.0|0.2386|0.0101|0.0|0.0109|0.0113|0.0222|456|0.2608| C|
37|professional_law|1|1|1|||1336|0|0.0|1336|0|1336|0.0|0.6705|0.0136|0.0|0.019|0.0144|0.0334|1336|0.7039| D|
38|high_school_psychology|0|0|0|||331|0|0.0|331|0|331|0.0|0.1948|0.0124|0.0|0.0283|0.0275|0.0558|331|0.2506| C|
39|high_school_geography|1|1|1|||284|1|0.0035|284|1|283|0.0035|0.1791|0.0106|0.0|0.0283|0.0115|0.0398|284|0.2189| C|
40|moral_scenarios|2|2|2|||623|560|0.8989|623|560|63|0.8989|0.1157|0.0125|0.0|0.0146|0.0145|0.0291|623|0.1448| A|
41|high_school_world_history|3|3|3|||1827|0|0.0|1827|0|1827|0.0|1.0058|0.016|0.0|0.0138|0.0248|0.0386|1827|1.0444| D|
42|moral_scenarios|0|0|0|||631|0|0.0|631|0|631|0.0|0.3072|0.0203|0.0|0.0193|0.0166|0.0359|631|0.3431| A|
43|us_foreign_policy|2|2|2|||369|3|0.0081|369|3|366|0.0081|0.2066|0.0106|0.0|0.0294|0.0143|0.0437|369|0.2503| C|
44|high_school_us_history|3|3|3|||1775|8|0.0045|1775|8|1767|0.0045|0.9612|0.0148|0.0|0.0172|0.0158|0.033|1775|0.9942| B|
45|professional_psychology|1|1|1|||468|352|0.7521|468|352|116|0.7521|0.1297|0.0097|0.0|0.0132|0.0119|0.0251|468|0.1548| B|
46|professional_psychology|2|2|2|||411|352|0.8564|411|352|59|0.8564|0.1146|0.0139|0.0|0.024|0.0234|0.0474|411|0.162| B|
47|college_physics|0|0|0|||512|1|0.002|512|1|511|0.002|0.2592|0.0136|0.0|0.019|0.0239|0.0429|512|0.3021| B|
48|international_law|3|3|3|||515|1|0.0019|515|1|514|0.0019|0.2603|0.011|0.0|0.0293|0.0278|0.0571|515|0.3174| B|
49|astronomy|1|1|1|||386|2|0.0052|386|2|384|0.0052|0.2128|0.0146|0.0|0.0284|0.013|0.0414|386|0.2542| B|
50|global_facts|2|2|2|||325|0|0.0|325|0|325|0.0|0.1928|0.0105|0.0|0.0325|0.0242|0.0567|325|0.2495| C|
51|miscellaneous|0|0|0|||307|264|0.8599|307|264|43|0.8599|0.1106|0.0151|0.0|0.0285|0.0354|0.0639|307|0.1745| B|
52|moral_scenarios|1|1|1|||611|0|0.0|611|0|611|0.0|0.2989|0.0102|0.0|0.0192|0.0138|0.033|611|0.3319| C|
53|formal_logic|3|3|3|||709|0|0.0|709|0|709|0.0|0.3405|0.0149|0.0|0.0319|0.0266|0.0585|709|0.399| A|
54|high_school_macroeconomics|0|0|0|||461|0|0.0|461|0|461|0.0|0.2404|0.0103|0.0|0.0287|0.0278|0.0565|461|0.2969| C|
55|logical_fallacies|2|2|2|||577|0|0.0|577|0|577|0.0|0.2851|0.0099|0.0|0.0182|0.0172|0.0354|577|0.3205| D|
56|moral_scenarios|3|3|3|||619|0|0.0|619|0|619|0.0|0.3022|0.0135|0.0|0.0384|0.0361|0.0745|619|0.3767| C|
57|high_school_psychology|0|0|0|||387|289|0.7468|387|289|98|0.7468|0.1249|0.0113|0.0|0.0353|0.0436|0.0789|387|0.2038| B|
58|elementary_mathematics|1|1|1|||359|320|0.8914|359|320|39|0.8914|0.1096|0.0105|0.0|0.0402|0.0251|0.0653|359|0.1749| B|
59|human_sexuality|1|1|1|||382|4|0.0105|382|4|378|0.0105|0.2107|0.0098|0.0|0.0171|0.0261|0.0432|382|0.2539| B|
60|miscellaneous|2|2|2|||301|261|0.8671|301|261|40|0.8671|0.1098|0.0099|0.0|0.0198|0.0209|0.0407|301|0.1505| C|
61|nutrition|2|2|2|||378|1|0.0026|378|1|377|0.0026|0.2104|0.0093|0.0|0.0356|0.0288|0.0644|378|0.2748| B|
62|philosophy|3|3|3|||284|246|0.8662|284|246|38|0.8662|0.1093|0.0162|0.0|0.0412|0.0195|0.0607|284|0.17| A|
63|high_school_psychology|0|0|0|||359|289|0.805|359|289|70|0.805|0.1175|0.0095|0.0|0.0217|0.0223|0.044|359|0.1615| B|
64|world_religions|3|3|3|||254|0|0.0|254|0|254|0.0|0.17|0.0157|0.0|0.0216|0.0205|0.0421|254|0.2121| C|
65|miscellaneous|1|1|1|||362|0|0.0|362|0|362|0.0|0.2052|0.0103|0.0|0.0177|0.0454|0.0631|362|0.2683| C|
66|virology|0|0|0|||309|0|0.0|309|0|309|0.0|0.1875|0.0103|0.0|0.0399|0.0216|0.0615|309|0.249| B|
67|professional_law|2|2|2|||1408|0|0.0|1408|0|1408|0.0|0.7155|0.0133|0.0|0.0224|0.022|0.0444|1408|0.7599| D|
68|high_school_chemistry|3|3|3|||419|379|0.9045|419|379|40|0.9045|0.1098|0.01|0.0|0.0285|0.0236|0.0521|419|0.1619| C|
69|moral_scenarios|0|0|0|||617|561|0.9092|617|561|56|0.9092|0.1139|0.0108|0.0|0.0237|0.0217|0.0454|617|0.1593| A|
70|professional_law|1|1|1|||1336|1178|0.8817|1336|1178|158|0.8817|0.1414|0.0156|0.0|0.0196|0.0338|0.0534|1336|0.1948| C|
71|high_school_psychology|2|2|2|||348|0|0.0|348|0|348|0.0|0.2005|0.0115|0.0|0.0449|0.0444|0.0893|348|0.2898| B|
72|high_school_geography|3|3|3|||293|1|0.0034|293|1|292|0.0034|0.182|0.0113|0.0|0.0531|0.0406|0.0937|293|0.2757| D|
73|world_religions|0|0|0|||250|0|0.0|250|0|250|0.0|0.1688|0.0115|0.0|0.0284|0.0231|0.0515|250|0.2203| B|
