request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_cache_hit_ratio|local_snapshot_match_after_process|total_time_s|generated_text|error
0|high_school_statistics|3|0|0|||697|1|0.0014|697|1|0.0014|697|0.0152| C|
1|high_school_statistics|3|0|0|||697|697|1.0|697|696|0.9986|697|0.0139| C|
2|high_school_statistics|2|0|0|||697|697|1.0|697|696|0.9986|697|0.011| C|
3|high_school_statistics|3|0|0|||697|697|1.0|697|696|0.9986|697|0.0119| C|
4|high_school_statistics|0|0|0|||697|697|1.0|697|696|0.9986|697|0.0106| C|
5|high_school_statistics|1|0|0|||697|697|1.0|697|696|0.9986|697|0.0104| C|
6|high_school_statistics|0|0|0|||697|697|1.0|697|696|0.9986|697|0.0107| C|
7|high_school_statistics|3|0|0|||697|697|1.0|697|696|0.9986|697|0.0079| C|
8|high_school_statistics|0|0|0|||697|697|1.0|697|696|0.9986|697|0.0079| C|
9|high_school_statistics|3|0|0|||697|697|1.0|697|696|0.9986|697|0.007| C|
10|high_school_statistics|0|0|0|||697|697|1.0|697|696|0.9986|697|0.007| C|
11|high_school_statistics|3|0|0|||697|697|1.0|697|696|0.9986|697|0.007| C|
12|high_school_statistics|0|0|0|||697|697|1.0|697|696|0.9986|697|0.007| C|
13|high_school_statistics|2|0|0|||697|697|1.0|697|696|0.9986|697|0.0068| C|
14|high_school_statistics|2|0|0|||697|697|1.0|697|696|0.9986|697|0.0069| C|
15|high_school_statistics|1|0|0|||697|697|1.0|697|696|0.9986|697|0.0068| C|
16|high_school_statistics|3|0|0|||697|697|1.0|697|696|0.9986|697|0.007| C|
17|high_school_statistics|0|0|0|||697|697|1.0|697|696|0.9986|697|0.0069| C|
18|high_school_statistics|0|0|0|||697|697|1.0|697|696|0.9986|697|0.0068| C|
19|high_school_statistics|0|0|0|||697|697|1.0|697|696|0.9986|697|0.0078| C|
20|high_school_statistics|0|0|0|||697|697|1.0|697|696|0.9986|697|0.0067| C|
21|high_school_statistics|2|0|0|||697|697|1.0|697|696|0.9986|697|0.007| C|
22|high_school_statistics|0|0|0|||697|697|1.0|697|696|0.9986|697|0.0083| C|
