request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_uncached_prefill_tokens|sglang_cache_hit_ratio|inference_time_s|actual_sglang_inference_time_s|communication_time_s|routing_processing_time_s|local_processing_time_s|other_processing_time_s|local_snapshot_match_after_process|total_time_s|generated_text|error
0|professional_law|0|0|0|||1359|0|0.0|1359|0|1359|0.0|0.6847|0.0191|0.0|0.0299|0.005|0.0349|1359|0.7196| B|
1|professional_psychology|1|1|1|||460|0|0.0|460|0|460|0.0|0.24|0.0122|0.0|0.0056|0.0046|0.0102|460|0.2502| C|
2|miscellaneous|2|2|2|||292|0|0.0|292|0|292|0.0|0.182|0.0117|0.0|0.0049|0.0044|0.0093|292|0.1913| B|
3|human_aging|3|3|3|||351|1|0.0028|351|1|350|0.0028|0.2011|0.0143|0.0|0.0058|0.005|0.0108|351|0.2119| D|
4|anatomy|0|0|0|||388|0|0.0|388|0|388|0.0|0.2142|0.0124|0.0|0.0113|0.0109|0.0222|388|0.2364| B|
5|high_school_biology|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0133|0.0|0.0075|0.0072|0.0147|395|0.2313| B|
6|professional_law|0|0|0|||1409|1179|0.8368|1409|1179|230|0.8368|0.1626|0.0173|0.0|0.0153|0.0173|0.0326|1409|0.1952| A|
7|high_school_chemistry|2|2|2|||449|0|0.0|449|0|449|0.0|0.236|0.013|0.0|0.0064|0.0068|0.0132|449|0.2492| A|
8|professional_accounting|3|3|3|||561|0|0.0|561|0|561|0.0|0.2787|0.0146|0.0|0.0079|0.0075|0.0154|561|0.2941| C|
9|human_aging|1|1|1|||307|1|0.0033|307|1|306|0.0033|0.1865|0.012|0.0|0.0087|0.0086|0.0173|307|0.2038| C|
10|public_relations|0|0|0|||399|0|0.0|399|0|399|0.0|0.218|0.0125|0.0|0.0197|0.0423|0.062|399|0.28| C|
11|sociology|1|1|1|||403|0|0.0|403|0|403|0.0|0.2195|0.0122|0.0|0.0109|0.0105|0.0214|403|0.2409| B|
12|miscellaneous|2|2|2|||294|261|0.8878|294|261|33|0.8878|0.1081|0.0146|0.0|0.0084|0.0087|0.0171|294|0.1252| A|
13|high_school_chemistry|3|3|3|||458|0|0.0|458|0|458|0.0|0.2393|0.0118|0.0|0.0087|0.0096|0.0183|458|0.2576| B|
14|moral_scenarios|2|2|2|||625|0|0.0|625|0|625|0.0|0.3047|0.0123|0.0|0.0104|0.0111|0.0215|625|0.3262| C|
15|professional_law|0|0|0|||1341|1178|0.8784|1341|1178|163|0.8784|0.1428|0.0157|0.0|0.0248|0.0256|0.0504|1341|0.1932| D|
16|prehistory|3|3|3|||429|0|0.0|429|0|429|0.0|0.2287|0.011|0.0|0.0099|0.0097|0.0196|429|0.2483| D|
17|professional_psychology|1|1|1|||393|352|0.8957|393|352|41|0.8957|0.1101|0.0108|0.0|0.0103|0.032|0.0423|393|0.1524| D|
18|college_chemistry|0|0|0|||430|1|0.0023|430|1|429|0.0023|0.2287|0.0114|0.0|0.0433|0.0273|0.0706|430|0.2993| B|
19|professional_psychology|2|2|2|||406|0|0.0|406|0|406|0.0|0.2205|0.0117|0.0|0.0137|0.0145|0.0282|406|0.2487| A|
20|high_school_chemistry|3|3|3|||436|379|0.8693|436|379|57|0.8693|0.1141|0.0118|0.0|0.0139|0.0142|0.0281|436|0.1422| C|
21|electrical_engineering|1|1|1|||385|1|0.0026|385|1|384|0.0026|0.2128|0.0175|0.0|0.0163|0.0146|0.0309|385|0.2437| C|
22|high_school_biology|0|0|0|||478|0|0.0|478|0|478|0.0|0.2467|0.012|0.0|0.0358|0.0244|0.0602|478|0.3069| B|
23|management|2|2|2|||278|0|0.0|278|0|278|0.0|0.1775|0.0106|0.0|0.013|0.0119|0.0249|278|0.2024| D|
24|professional_psychology|1|1|1|||428|352|0.8224|428|352|76|0.8224|0.119|0.0118|0.0|0.0137|0.0129|0.0266|428|0.1456| D|
25|jurisprudence|3|3|3|||535|0|0.0|535|0|535|0.0|0.2685|0.0118|0.0|0.0137|0.0136|0.0273|535|0.2958| C|
26|moral_disputes|0|0|0|||404|0|0.0|404|0|404|0.0|0.2198|0.0101|0.0|0.0207|0.0296|0.0503|404|0.2701| B|
