request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_uncached_prefill_tokens|sglang_cache_hit_ratio|inference_time_s|actual_sglang_inference_time_s|communication_time_s|routing_processing_time_s|local_processing_time_s|other_processing_time_s|local_snapshot_match_after_process|total_time_s|generated_text|error
0|professional_law|0|0|0|||1359|0|0.0|1359|0|1359|0.0|0.6847|0.0176|0.0|0.0152|0.0042|0.0194|1359|0.7041| B|
1|professional_psychology|1|1|1|||460|0|0.0|460|0|460|0.0|0.24|0.0184|0.0|0.0035|0.0032|0.0067|460|0.2467| C|
2|miscellaneous|2|2|2|||292|0|0.0|292|0|292|0.0|0.182|0.0176|0.0|0.0035|0.0049|0.0084|292|0.1904| B|
3|human_aging|3|3|3|||351|1|0.0028|351|1|350|0.0028|0.2011|0.0142|0.0|0.007|0.0043|0.0113|351|0.2124| D|
4|anatomy|0|0|0|||388|0|0.0|388|0|388|0.0|0.2142|0.0162|0.0|0.0092|0.0088|0.018|388|0.2322| B|
5|high_school_biology|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.017|0.0|0.0094|0.0107|0.0201|395|0.2367| B|
6|professional_law|0|0|0|||1409|1179|0.8368|1409|1179|230|0.8368|0.1626|0.0185|0.0|0.0083|0.0109|0.0192|1409|0.1818| A|
7|high_school_chemistry|2|2|2|||449|0|0.0|449|0|449|0.0|0.236|0.0127|0.0|0.0035|0.0039|0.0074|449|0.2434| A|
8|professional_accounting|3|3|3|||561|0|0.0|561|0|561|0.0|0.2787|0.0216|0.0|0.0056|0.0073|0.0129|561|0.2916| C|
9|human_aging|1|1|1|||307|1|0.0033|307|1|306|0.0033|0.1865|0.0178|0.0|0.0085|0.0153|0.0238|307|0.2103| C|
10|public_relations|0|0|0|||399|0|0.0|399|0|399|0.0|0.218|0.0256|0.0|0.0169|0.0195|0.0364|399|0.2544| C|
11|sociology|1|1|1|||403|0|0.0|403|0|403|0.0|0.2195|0.0204|0.0|0.0168|0.0124|0.0292|403|0.2487| B|
12|miscellaneous|2|2|2|||294|261|0.8878|294|261|33|0.8878|0.1081|0.0138|0.0|0.0136|0.0066|0.0202|294|0.1283| A|
13|high_school_chemistry|3|3|3|||458|0|0.0|458|0|458|0.0|0.2393|0.012|0.0|0.012|0.0094|0.0214|458|0.2607| B|
14|moral_scenarios|2|2|2|||625|0|0.0|625|0|625|0.0|0.3047|0.0184|0.0|0.008|0.0141|0.0221|625|0.3268| C|
15|professional_law|0|0|0|||1341|1178|0.8784|1341|1178|163|0.8784|0.1428|0.0284|0.0|0.0236|0.0207|0.0443|1341|0.1871| D|
16|prehistory|3|3|3|||429|0|0.0|429|0|429|0.0|0.2287|0.0206|0.0|0.0132|0.0143|0.0275|429|0.2562| D|
17|professional_psychology|1|1|1|||393|352|0.8957|393|352|41|0.8957|0.1101|0.0179|0.0|0.0115|0.014|0.0255|393|0.1356| D|
18|college_chemistry|0|0|0|||430|1|0.0023|430|1|429|0.0023|0.2287|0.0327|0.0|0.0338|0.0289|0.0627|430|0.2914| B|
19|professional_psychology|2|2|2|||406|0|0.0|406|0|406|0.0|0.2205|0.0149|0.0|0.0062|0.0187|0.0249|406|0.2454| A|
20|high_school_chemistry|3|3|3|||436|379|0.8693|436|379|57|0.8693|0.1141|0.0253|0.0|0.019|0.0109|0.0299|436|0.144| C|
21|electrical_engineering|1|1|1|||385|1|0.0026|385|1|384|0.0026|0.2128|0.0157|0.0|0.0192|0.0268|0.046|385|0.2588| C|
22|high_school_biology|0|0|0|||478|0|0.0|478|0|478|0.0|0.2467|0.0305|0.0|0.0261|0.0235|0.0496|478|0.2963| B|
23|management|2|2|2|||278|0|0.0|278|0|278|0.0|0.1775|0.0176|0.0|0.0128|0.017|0.0298|278|0.2073| D|
24|professional_psychology|1|1|1|||428|352|0.8224|428|352|76|0.8224|0.119|0.016|0.0|0.0166|0.0131|0.0297|428|0.1487| D|
25|jurisprudence|3|3|3|||535|0|0.0|535|0|535|0.0|0.2685|0.0166|0.0|0.0266|0.0074|0.034|535|0.3025| C|
26|moral_disputes|0|0|0|||404|0|0.0|404|0|404|0.0|0.2198|0.0353|0.0|0.0309|0.028|0.0589|404|0.2787| B|
27|elementary_mathematics|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0258|0.0|0.0203|0.0171|0.0374|395|0.254| B|
28|high_school_world_history|2|2|2|||1656|0|0.0|1656|0|1656|0.0|0.8814|0.024|0.0|0.0113|0.0402|0.0515|1656|0.9329| C|
29|philosophy|3|3|3|||288|0|0.0|288|0|288|0.0|0.1807|0.0094|0.0|0.0083|0.0085|0.0168|288|0.1975| D|
30|elementary_mathematics|2|2|2|||360|3|0.0083|360|3|357|0.0083|0.2035|0.0401|0.0|0.0176|0.0103|0.0279|360|0.2314| B|
31|international_law|0|0|0|||537|1|0.0019|537|1|536|0.0019|0.2689|0.0355|0.0|0.0323|0.0246|0.0569|537|0.3258| C|
32|professional_psychology|3|3|3|||429|1|0.0023|429|1|428|0.0023|0.2284|0.0166|0.0|0.0139|0.0251|0.039|429|0.2674| B|
33|logical_fallacies|1|1|1|||502|0|0.0|502|0|502|0.0|0.2558|0.036|0.0|0.0166|0.0309|0.0475|502|0.3033| C|
34|high_school_european_history|2|2|2|||1637|8|0.0049|1637|8|1629|0.0049|0.8625|0.0357|0.0|0.0147|0.0219|0.0366|1637|0.8991| C|
35|miscellaneous|0|0|0|||291|0|0.0|291|0|291|0.0|0.1817|0.0314|0.0|0.0328|0.0336|0.0664|291|0.2481| D|
36|high_school_microeconomics|3|3|3|||456|0|0.0|456|0|456|0.0|0.2386|0.0141|0.0|0.0342|0.04|0.0742|456|0.3128| C|
37|professional_law|1|1|1|||1336|0|0.0|1336|0|1336|0.0|0.6705|0.0393|0.0|0.0199|0.0466|0.0665|1336|0.737| D|
38|high_school_psychology|0|0|0|||331|0|0.0|331|0|331|0.0|0.1948|0.0497|0.0|0.0403|0.0303|0.0706|331|0.2654| C|
39|high_school_geography|1|1|1|||284|1|0.0035|284|1|283|0.0035|0.1791|0.0235|0.0|0.0574|0.0253|0.0827|284|0.2618| C|
40|moral_scenarios|2|2|2|||623|560|0.8989|623|560|63|0.8989|0.1157|0.0279|0.0|0.0393|0.0274|0.0667|623|0.1824| A|
