request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_cache_hit_ratio|local_snapshot_match_after_process|total_time_s|generated_text|error
0|moral_scenarios|0|0|0|||617|0|0.0|617|0|0.0|617|0.0251| A|
1|international_law|1|1|1|||500|0|0.0|500|0|0.0|500|0.0205| A|
2|professional_accounting|2|2|2|||550|0|0.0|550|0|0.0|550|0.0126| B|
3|sociology|3|3|3|||439|0|0.0|439|0|0.0|439|0.0126| D|
4|medical_genetics|0|0|0|||341|0|0.0|341|0|0.0|341|0.0116| A|
5|professional_accounting|0|0|0|||567|0|0.0|567|0|0.0|567|0.0117| C|
6|international_law|1|1|1|||516|440|0.8527|516|440|0.8527|516|0.0115| B|
7|international_law|2|2|2|||511|0|0.0|511|0|0.0|511|0.0131| C|
8|elementary_mathematics|1|1|1|||393|0|0.0|393|0|0.0|393|0.01| B|
9|marketing|2|2|2|||391|0|0.0|391|0|0.0|391|0.0085| B|
10|sociology|3|3|3|||390|329|0.8436|390|329|0.8436|390|0.011| C|
11|international_law|0|0|0|||538|0|0.0|538|0|0.0|538|0.0115| A|
12|anatomy|3|3|3|||357|0|0.0|357|0|0.0|357|0.0109| B|
13|moral_scenarios|1|1|0|1|0|628|561|0.8933|628|561|0.8933|628|0.0118| C|
14|moral_scenarios|2|2|0|2|0|615|561|0.9122|615|561|0.9122|615|0.011| A|
15|moral_scenarios|3|3|0|3|0|632|561|0.8877|632|561|0.8877|632|0.0117| C|
16|human_aging|0|0|0|||314|1|0.0032|314|1|0.0032|314|0.0241| B|
17|professional_accounting|0|0|0|||565|465|0.823|565|465|0.823|565|0.0121| D|
18|elementary_mathematics|1|1|1|||368|320|0.8696|368|320|0.8696|368|0.0141| B|
19|medical_genetics|2|2|0|2|0|316|250|0.7911|316|250|0.7911|316|0.0109| B|
20|electrical_engineering|1|1|1|||367|1|0.0027|367|1|0.0027|367|0.0129| D|
21|elementary_mathematics|3|3|1|3|1|378|320|0.8466|378|320|0.8466|378|0.0101| C|
22|elementary_mathematics|0|0|1|0|1|405|320|0.7901|405|320|0.7901|405|0.0108| B|
23|anatomy|1|1|3|1|3|342|298|0.8713|342|298|0.8713|342|0.0183| C|
24|moral_scenarios|2|2|0|2|0|620|561|0.9048|620|561|0.9048|620|0.0132| C|
25|electrical_engineering|3|3|3|||378|1|0.0026|378|1|0.0026|378|0.0204| C|
26|global_facts|2|2|2|||321|0|0.0|321|0|0.0|321|0.0158| B|
27|professional_accounting|0|0|0|||564|465|0.8245|564|465|0.8245|564|0.0122| C|
28|moral_scenarios|1|1|0|1|0|620|561|0.9048|620|561|0.9048|620|0.0123| C|
29|machine_learning|3|3|3|||402|0|0.0|402|0|0.0|402|0.0108| A|
30|elementary_mathematics|2|2|1|2|1|368|320|0.8696|368|320|0.8696|368|0.0106| B|
31|sociology|3|3|3|||372|329|0.8844|372|329|0.8844|372|0.0103| C|
32|moral_scenarios|0|0|0|||638|562|0.8809|638|562|0.8809|638|0.0125| A|
33|college_mathematics|0|0|0|||483|0|0.0|483|0|0.0|483|0.0126| D|
34|sociology|1|1|3|1|3|409|329|0.8044|409|329|0.8044|409|0.017| C|
35|moral_scenarios|2|2|0|2|0|613|561|0.9152|613|561|0.9152|613|0.0124| A|
36|moral_scenarios|3|3|0|3|0|629|561|0.8919|629|561|0.8919|629|0.0121| C|
37|nutrition|1|1|1|||355|1|0.0028|355|1|0.0028|355|0.0108| D|
38|anatomy|0|0|3|0|3|364|302|0.8297|364|302|0.8297|364|0.0118| D|
39|professional_accounting|1|1|0|1|0|621|465|0.7488|621|465|0.7488|621|0.0188| B|
40|professional_law|2|2|2|||1341|0|0.0|1341|0|0.0|1341|0.0139| B|
41|medical_genetics|2|2|0|2|0|293|250|0.8532|293|250|0.8532|293|0.0557| A|
42|moral_scenarios|3|3|0|3|0|614|561|0.9137|614|561|0.9137|614|0.011| A|
43|moral_scenarios|0|0|0|||610|561|0.9197|610|561|0.9197|610|0.0112| C|
44|global_facts|1|1|2|1|2|332|275|0.8283|332|275|0.8283|332|0.0106| B|
45|elementary_mathematics|2|2|1|2|1|398|320|0.804|398|320|0.804|398|0.0158| A|
46|moral_scenarios|3|3|0|3|0|625|561|0.8976|625|561|0.8976|625|0.0128| A|
47|college_biology|3|3|3|||400|0|0.0|400|0|0.0|400|0.0275| B|
48|moral_scenarios|0|0|0|||610|610|1.0|610|609|0.9984|610|0.0116| C|
49|high_school_biology|0|0|0|||373|2|0.0054|373|2|0.0054|373|0.0108| C|
50|anatomy|1|1|3|1|3|333|298|0.8949|333|298|0.8949|333|0.0116| D|
51|professional_accounting|2|2|2|||561|465|0.8289|561|465|0.8289|561|0.0188| B|
52|moral_scenarios|3|3|0|3|0|617|561|0.9092|617|561|0.9092|617|0.0116| A|
53|high_school_chemistry|1|1|1|||406|0|0.0|406|0|0.0|406|0.0222| C|
54|professional_law|0|0|2|0|2|1514|1178|0.7781|1514|1178|0.7781|1514|0.0167| A|
55|medical_genetics|1|1|0|1|0|293|293|1.0|293|292|0.9966|293|0.0099| A|
56|moral_scenarios|2|2|0|2|0|613|561|0.9152|613|561|0.9152|613|0.0119| A|
57|professional_law|3|3|2|3|2|1366|1178|0.8624|1366|1178|0.8624|1366|0.0161| A|
58|sociology|0|0|3|0|3|395|330|0.8354|395|330|0.8354|395|0.0224| A|
59|high_school_computer_science|2|2|0|2|0|651|1|0.0015|651|1|0.0015|651|0.0145| A|
60|elementary_mathematics|1|1|1|||395|323|0.8177|395|323|0.8177|395|0.0372| B|
61|moral_scenarios|2|2|0|2|0|616|561|0.9107|616|561|0.9107|616|0.012| A|
62|elementary_mathematics|3|3|1|3|1|380|320|0.8421|380|320|0.8421|380|0.0114| B|
63|electrical_engineering|0|0|1|0|1|375|330|0.88|375|330|0.88|375|0.0256| C|
64|elementary_mathematics|1|1|1|||389|320|0.8226|389|320|0.8226|389|0.0116| B|
65|professional_accounting|2|2|2|||581|465|0.8003|581|465|0.8003|581|0.0102| B|
66|college_biology|3|3|3|||430|341|0.793|430|341|0.793|430|0.012| D|
67|elementary_mathematics|0|0|1|0|1|406|320|0.7882|406|320|0.7882|406|0.0098| B|
68|global_facts|1|1|2|1|2|315|275|0.873|315|275|0.873|315|0.0097| A|
69|moral_scenarios|2|2|0|2|0|618|561|0.9078|618|561|0.9078|618|0.0117| C|
70|elementary_mathematics|3|3|1|3|1|390|320|0.8205|390|320|0.8205|390|0.0259| A|
71|sociology|0|0|3|0|3|428|329|0.7687|428|329|0.7687|428|0.0127| B|
72|professional_law|1|1|2|1|2|1476|1178|0.7981|1476|1178|0.7981|1476|0.0463| B|
73|professional_law|2|2|2|||1554|1178|0.758|1554|1178|0.758|1554|0.0146| D|
74|professional_psychology|3|3|0|3|0|402|1|0.0025|402|1|0.0025|402|0.0123| D|
75|moral_scenarios|3|3|0|3|0|620|560|0.9032|620|560|0.9032|620|0.0122| A|
76|moral_scenarios|0|0|0|||622|560|0.9003|622|560|0.9003|622|0.01| A|
77|moral_scenarios|1|1|0|1|0|626|561|0.8962|626|561|0.8962|626|0.0101| C|
78|moral_scenarios|2|2|0|2|0|613|561|0.9152|613|561|0.9152|613|0.0118| C|
79|high_school_macroeconomics|0|0|0|||425|0|0.0|425|0|0.0|425|0.01| B|
80|moral_disputes|1|1|1|||392|0|0.0|392|0|0.0|392|0.0129| B|
81|professional_accounting|3|3|0|3|0|556|465|0.8363|556|465|0.8363|556|0.0118| C|
82|anatomy|0|0|3|0|3|354|298|0.8418|354|298|0.8418|354|0.0405| A|
83|sociology|1|1|3|1|3|406|329|0.8103|406|329|0.8103|406|0.012| A|
84|us_foreign_policy|2|2|1|2|1|378|3|0.0079|378|3|0.0079|378|0.012| C|
85|electrical_engineering|2|2|1|2|1|360|329|0.9139|360|329|0.9139|360|0.0115| C|
86|medical_genetics|3|3|0|3|0|280|250|0.8929|280|250|0.8929|280|0.0128| A|
87|elementary_mathematics|0|0|1|0|1|356|320|0.8989|356|320|0.8989|356|0.0267| B|
88|elementary_mathematics|1|1|1|||394|320|0.8122|394|320|0.8122|394|0.0308| B|
89|moral_scenarios|2|2|0|2|0|622|561|0.9019|622|561|0.9019|622|0.0133| C|
90|high_school_psychology|3|3|3|||328|0|0.0|328|0|0.0|328|0.0115| A|
91|professional_law|3|3|2|3|2|1344|1179|0.8772|1344|1179|0.8772|1344|0.017| D|
92|global_facts|0|0|2|0|2|360|275|0.7639|360|275|0.7639|360|0.0112| C|
93|college_computer_science|0|0|0|||915|1|0.0011|915|1|0.0011|915|0.0141| B|
94|moral_scenarios|1|1|0|1|0|617|561|0.9092|617|561|0.9092|617|0.0108| C|
95|elementary_mathematics|2|2|1|2|1|384|320|0.8333|384|320|0.8333|384|0.0108| B|
96|professional_law|3|3|2|3|2|1396|1179|0.8446|1396|1179|0.8446|1396|0.0164| A|
97|professional_accounting|0|0|0|||551|465|0.8439|551|465|0.8439|551|0.0123| C|
98|professional_law|1|1|2|1|2|1338|1177|0.8797|1338|1177|0.8797|1338|0.017| A|
99|anatomy|2|2|3|2|3|351|302|0.8604|351|302|0.8604|351|0.0131| C|
100|professional_accounting|3|3|0|3|0|587|465|0.7922|587|465|0.7922|587|0.0142| B|
101|moral_scenarios|0|0|0|||633|560|0.8847|633|560|0.8847|633|0.0112| C|
102|professional_accounting|1|1|0|1|0|660|465|0.7045|660|465|0.7045|660|0.0112| B|
103|logical_fallacies|1|1|3|1|3|457|1|0.0022|457|1|0.0022|457|0.0134| A|
104|anatomy|2|2|3|2|3|336|302|0.8988|336|302|0.8988|336|0.0098| D|
105|elementary_mathematics|3|3|1|3|1|386|321|0.8316|386|321|0.8316|386|0.0378| C|
106|professional_accounting|0|0|0|||608|465|0.7648|608|465|0.7648|608|0.0115| B|
107|elementary_mathematics|1|1|1|||382|321|0.8403|382|321|0.8403|382|0.012| B|
108|electrical_engineering|2|2|1|2|1|382|329|0.8613|382|329|0.8613|382|0.0121| D|
109|sociology|3|3|3|||371|329|0.8868|371|329|0.8868|371|0.0118| D|
110|sociology|0|0|3|0|3|406|329|0.8103|406|329|0.8103|406|0.0149| D|
111|astronomy|2|2|1|2|1|394|2|0.0051|394|2|0.0051|394|0.011| A|
112|sociology|1|1|3|1|3|379|329|0.8681|379|329|0.8681|379|0.0125| D|
113|moral_scenarios|2|2|0|2|0|638|563|0.8824|638|563|0.8824|638|0.0106| C|
114|sociology|3|3|3|||381|333|0.874|381|333|0.874|381|0.0236| D|
115|moral_scenarios|0|0|0|||626|561|0.8962|626|561|0.8962|626|0.0558| C|
116|elementary_mathematics|1|1|1|||381|323|0.8478|381|323|0.8478|381|0.0088| B|
117|international_law|2|2|2|||516|440|0.8527|516|440|0.8527|516|0.0123| C|
118|moral_scenarios|3|3|0|3|0|619|560|0.9047|619|560|0.9047|619|0.0119| C|
119|human_aging|0|0|0|||292|261|0.8938|292|261|0.8938|292|0.0114| D|
120|sociology|1|1|3|1|3|399|330|0.8271|399|330|0.8271|399|0.0116| A|
121|professional_accounting|2|2|2|||563|465|0.8259|563|465|0.8259|563|0.0235| B|
122|electrical_engineering|3|3|3|||374|329|0.8797|374|329|0.8797|374|0.0112| B|
123|moral_scenarios|0|0|0|||616|561|0.9107|616|561|0.9107|616|0.0101| C|
124|electrical_engineering|1|1|1|||365|329|0.9014|365|329|0.9014|365|0.0377| D|
125|professional_accounting|2|2|0|2|0|553|467|0.8445|553|467|0.8445|553|0.0104| B|
126|high_school_world_history|3|3|2|3|2|1589|1|0.0006|1589|1|0.0006|1589|0.0198| B|
127|professional_psychology|3|3|0|3|0|429|352|0.8205|429|352|0.8205|429|0.0101| A|
128|moral_scenarios|0|0|0|||627|561|0.8947|627|561|0.8947|627|0.0107| C|
129|elementary_mathematics|1|1|1|||417|324|0.777|417|324|0.777|417|0.0138| A|
130|college_chemistry|0|0|0|||459|1|0.0022|459|1|0.0022|459|0.0103| B|
131|global_facts|2|2|2|||332|332|1.0|332|331|0.997|332|0.0125| B|
132|formal_logic|1|1|1|||753|0|0.0|753|0|0.0|753|0.0578| C|
133|moral_scenarios|3|3|0|3|0|619|561|0.9063|619|561|0.9063|619|0.0136| C|
134|electrical_engineering|0|0|1|0|1|369|329|0.8916|369|329|0.8916|369|0.0111| B|
135|sociology|1|1|3|1|3|375|330|0.88|375|330|0.88|375|0.0125| B|
136|moral_scenarios|2|2|0|2|0|627|561|0.8947|627|561|0.8947|627|0.0134| C|
137|marketing|3|3|2|3|2|391|340|0.8696|391|340|0.8696|391|0.0248| C|
138|college_chemistry|0|0|0|||424|335|0.7901|424|335|0.7901|424|0.0117| A|
139|electrical_engineering|1|1|1|||388|330|0.8505|388|330|0.8505|388|0.107| A|
140|moral_scenarios|2|2|0|2|0|617|562|0.9109|617|562|0.9109|617|0.0129| A|
141|moral_scenarios|3|3|0|3|0|623|561|0.9005|623|561|0.9005|623|0.0112| C|
142|moral_scenarios|0|0|0|||623|561|0.9005|623|561|0.9005|623|0.0102| C|
143|anatomy|1|1|3|1|3|380|299|0.7868|380|299|0.7868|380|0.0319| C|
144|moral_scenarios|2|2|0|2|0|618|561|0.9078|618|561|0.9078|618|0.0394| A|
145|moral_scenarios|3|3|0|3|0|619|561|0.9063|619|561|0.9063|619|0.0101| C|
146|professional_accounting|0|0|0|||637|467|0.7331|637|467|0.7331|637|0.0102| B|
147|moral_scenarios|1|1|0|1|0|620|562|0.9065|620|562|0.9065|620|0.0104| C|
148|elementary_mathematics|2|2|1|2|1|405|320|0.7901|405|320|0.7901|405|0.0111| B|
149|medical_genetics|3|3|0|3|0|316|316|1.0|316|315|0.9968|316|0.012| B|
150|high_school_computer_science|0|0|0|||643|569|0.8849|643|569|0.8849|643|0.081| B|
151|college_chemistry|1|1|0|1|0|482|335|0.695|482|335|0.695|482|0.0117| C|
152|moral_scenarios|2|2|0|2|0|613|561|0.9152|613|561|0.9152|613|0.0101| C|
153|moral_scenarios|3|3|0|3|0|613|561|0.9152|613|561|0.9152|613|0.013| A|
154|international_law|0|0|0|||480|440|0.9167|480|440|0.9167|480|0.012| C|
155|conceptual_physics|2|2|3|2|3|275|1|0.0036|275|1|0.0036|275|0.0121| A|
156|high_school_psychology|1|1|3|1|3|342|289|0.845|342|289|0.845|342|0.0098| B|
157|elementary_mathematics|2|2|1|2|1|396|321|0.8106|396|321|0.8106|396|0.0124| D|
158|moral_scenarios|3|3|0|3|0|610|561|0.9197|610|561|0.9197|610|0.0799| C|
159|moral_scenarios|0|0|0|||620|562|0.9065|620|562|0.9065|620|0.0108| C|
160|electrical_engineering|1|1|1|||374|329|0.8797|374|329|0.8797|374|0.0112| D|
161|electrical_engineering|2|2|1|2|1|380|330|0.8684|380|330|0.8684|380|0.0584| C|
162|moral_scenarios|3|3|0|3|0|610|561|0.9197|610|561|0.9197|610|0.041| A|
163|moral_scenarios|0|0|0|||617|561|0.9092|617|561|0.9092|617|0.0116| C|
164|high_school_psychology|1|1|3|1|3|355|289|0.8141|355|289|0.8141|355|0.1024| C|
165|medical_genetics|2|2|0|2|0|283|254|0.8975|283|254|0.8975|283|0.0114| A|
166|professional_accounting|3|3|0|3|0|587|587|1.0|587|586|0.9983|587|0.0112| B|
167|moral_scenarios|0|0|0|||627|561|0.8947|627|561|0.8947|627|0.049| C|
168|elementary_mathematics|1|1|1|||364|322|0.8846|364|322|0.8846|364|0.0102| B|
169|college_chemistry|2|2|0|2|0|397|335|0.8438|397|335|0.8438|397|0.0101| C|
170|electrical_engineering|3|3|1|3|1|365|333|0.9123|365|333|0.9123|365|0.0567| D|
171|anatomy|0|0|3|0|3|374|299|0.7995|374|299|0.7995|374|0.017| A|
172|high_school_government_and_politics|3|3|0|3|0|487|4|0.0082|487|4|0.0082|487|0.0126| B|
173|professional_accounting|1|1|0|1|0|533|465|0.8724|533|465|0.8724|533|0.0104| B|
174|professional_law|2|2|2|||1327|1179|0.8885|1327|1179|0.8885|1327|0.0207| B|
175|sociology|3|3|3|||394|331|0.8401|394|331|0.8401|394|0.0122| C|
176|international_law|0|0|0|||544|441|0.8107|544|441|0.8107|544|0.0136| C|
177|professional_law|1|1|2|1|2|1559|1177|0.755|1559|1177|0.755|1559|0.0172| C|
178|medical_genetics|2|2|0|2|0|307|250|0.8143|307|250|0.8143|307|0.1399| A|
179|anatomy|3|3|3|||423|298|0.7045|423|298|0.7045|423|0.0232| A|
180|college_mathematics|0|0|0|||456|388|0.8509|456|388|0.8509|456|0.0102| A|
181|moral_scenarios|1|1|0|1|0|625|561|0.8976|625|561|0.8976|625|0.0121| C|
182|moral_scenarios|2|2|0|2|0|619|561|0.9063|619|561|0.9063|619|0.042| C|
183|moral_scenarios|3|3|0|3|0|632|562|0.8892|632|562|0.8892|632|0.0106| C|
184|elementary_mathematics|0|0|1|0|1|357|321|0.8992|357|321|0.8992|357|0.0098| B|
185|moral_scenarios|1|1|0|1|0|627|561|0.8947|627|561|0.8947|627|0.1406| C|
186|sociology|2|2|3|2|3|392|330|0.8418|392|330|0.8418|392|0.012| C|
187|college_mathematics|3|3|0|3|0|447|389|0.8702|447|389|0.8702|447|0.0124| D|
188|college_computer_science|0|0|0|||826|719|0.8705|826|719|0.8705|826|0.1082| A|
189|medical_genetics|1|1|0|1|0|293|250|0.8532|293|250|0.8532|293|0.0113| A|
190|sociology|2|2|3|2|3|405|330|0.8148|405|330|0.8148|405|0.0117| B|
191|high_school_psychology|3|3|3|||394|289|0.7335|394|289|0.7335|394|0.0154| B|
192|high_school_microeconomics|0|0|0|||452|0|0.0|452|0|0.0|452|0.0443| B|
193|college_computer_science|0|0|0|||806|719|0.8921|806|719|0.8921|806|0.0115| B|
194|moral_scenarios|1|1|0|1|0|617|561|0.9092|617|561|0.9092|617|0.0432| C|
195|professional_accounting|2|2|2|||610|465|0.7623|610|465|0.7623|610|0.0116| C|
196|moral_scenarios|3|3|0|3|0|617|617|1.0|617|616|0.9984|617|0.0377| A|
197|moral_scenarios|0|0|0|||624|561|0.899|624|561|0.899|624|0.0119| C|
198|moral_disputes|1|1|1|||362|318|0.8785|362|318|0.8785|362|0.0347| A|
199|elementary_mathematics|2|2|1|2|1|384|321|0.8359|384|321|0.8359|384|0.0107| B|
200|moral_scenarios|3|3|0|3|0|643|561|0.8725|643|561|0.8725|643|0.0128| C|
201|moral_scenarios|0|0|0|||638|638|1.0|638|637|0.9984|638|0.0608| A|
202|elementary_mathematics|1|1|1|||365|320|0.8767|365|320|0.8767|365|0.0453| C|
203|moral_scenarios|2|2|0|2|0|614|561|0.9137|614|561|0.9137|614|0.0128| A|
204|moral_scenarios|3|3|0|3|0|618|561|0.9078|618|561|0.9078|618|0.1248| A|
205|moral_scenarios|0|0|0|||622|561|0.9019|622|561|0.9019|622|0.0112| C|
206|moral_scenarios|1|1|0|1|0|619|561|0.9063|619|561|0.9063|619|0.0104| C|
207|anatomy|2|2|3|2|3|346|298|0.8613|346|298|0.8613|346|0.1421| B|
208|moral_scenarios|3|3|0|3|0|619|561|0.9063|619|561|0.9063|619|0.0103| A|
209|moral_scenarios|0|0|0|||618|563|0.911|618|563|0.911|618|0.0109| A|
210|moral_scenarios|1|1|0|1|0|620|561|0.9048|620|561|0.9048|620|0.1234| A|
211|moral_scenarios|2|2|0|2|0|622|563|0.9051|622|563|0.9051|622|0.0105| B|
212|moral_scenarios|3|3|0|3|0|636|561|0.8821|636|561|0.8821|636|0.0456| C|
213|international_law|0|0|0|||553|442|0.7993|553|442|0.7993|553|0.1498| C|
214|moral_scenarios|1|1|0|1|0|617|561|0.9092|617|561|0.9092|617|0.0118| C|
215|moral_scenarios|2|2|0|2|0|617|561|0.9092|617|561|0.9092|617|0.0108| A|
216|moral_scenarios|3|3|0|3|0|619|561|0.9063|619|561|0.9063|619|0.0114| C|
217|moral_scenarios|0|0|0|||627|561|0.8947|627|561|0.8947|627|0.0113| C|
218|high_school_european_history|1|1|2|1|2|1840|8|0.0043|1840|8|0.0043|1840|0.0245| D|
219|high_school_computer_science|1|1|0|1|0|688|569|0.827|688|569|0.827|688|0.0136| D|
220|moral_scenarios|2|2|0|2|0|631|562|0.8906|631|562|0.8906|631|0.0119| C|
221|high_school_us_history|2|2|2|||1811|8|0.0044|1811|8|0.0044|1811|0.084| B|
222|moral_scenarios|3|3|0|3|0|624|562|0.9006|624|562|0.9006|624|0.0106| A|
223|sociology|0|0|3|0|3|396|329|0.8308|396|329|0.8308|396|0.0151| B|
224|moral_scenarios|1|1|0|1|0|624|562|0.9006|624|562|0.9006|624|0.1102| A|
225|moral_scenarios|2|2|0|2|0|627|562|0.8963|627|562|0.8963|627|0.0105| C|
226|college_chemistry|3|3|0|3|0|398|335|0.8417|398|335|0.8417|398|0.0109| B|
227|prehistory|3|3|3|||429|0|0.0|429|0|0.0|429|0.0473| D|
228|electrical_engineering|0|0|1|0|1|372|329|0.8844|372|329|0.8844|372|0.0118| A|
229|international_law|1|1|1|||527|441|0.8368|527|441|0.8368|527|0.0119| C|
230|professional_accounting|2|2|2|||583|465|0.7976|583|465|0.7976|583|0.0117| B|
231|moral_scenarios|3|3|0|3|0|626|562|0.8978|626|562|0.8978|626|0.0258| C|
232|moral_scenarios|0|0|0|||624|561|0.899|624|561|0.899|624|0.0411| C|
233|international_law|1|1|1|||552|440|0.7971|552|440|0.7971|552|0.0649| A|
234|sociology|2|2|3|2|3|372|329|0.8844|372|329|0.8844|372|0.157| A|
