request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_cache_hit_ratio|local_snapshot_match_after_process|total_time_s|generated_text|error
0|professional_law|0|0|0|||1359|0|0.0|1359|0|0.0|1359|0.0169| B|
1|professional_law|0|0|0|||1409|1179|0.8368|1409|1179|0.8368|1409|0.0091| A|
2|professional_law|0|0|0|||1341|1178|0.8784|1341|1178|0.8784|1341|0.0122| D|
3|professional_law|0|0|0|||1336|1177|0.881|1336|1177|0.881|1336|0.0113| D|
4|professional_law|0|0|0|||1408|1177|0.8359|1408|1177|0.8359|1408|0.0116| D|
5|professional_law|0|0|0|||1336|1178|0.8817|1336|1178|0.8817|1336|0.0116| C|
6|professional_law|0|0|0|||1607|1178|0.733|1607|1178|0.733|1607|0.0119| D|
7|professional_law|0|0|0|||1387|1178|0.8493|1387|1178|0.8493|1387|0.0107| B|
8|professional_law|0|0|0|||1405|1179|0.8391|1405|1179|0.8391|1405|0.0211| B|
9|professional_law|0|0|0|||1448|1178|0.8135|1448|1178|0.8135|1448|0.0114| C|
10|professional_law|0|0|0|||1407|1177|0.8365|1407|1177|0.8365|1407|0.0239| A|
11|professional_law|0|0|0|||1440|1178|0.8181|1440|1178|0.8181|1440|0.0114| B|
12|professional_law|0|0|0|||1379|1181|0.8564|1379|1181|0.8564|1379|0.0267| B|
13|professional_law|0|0|0|||1400|1178|0.8414|1400|1178|0.8414|1400|0.0112| A|
14|professional_law|0|0|0|||1348|1178|0.8739|1348|1178|0.8739|1348|0.0273| D|
15|professional_law|0|0|0|||1399|1178|0.842|1399|1178|0.842|1399|0.011| C|
16|professional_law|0|0|0|||1365|1179|0.8637|1365|1179|0.8637|1365|0.0234| A|
17|professional_law|0|0|0|||1504|1178|0.7832|1504|1178|0.7832|1504|0.015| C|
18|professional_law|0|0|0|||1476|1179|0.7988|1476|1179|0.7988|1476|0.0143| B|
19|professional_law|0|0|0|||1533|1178|0.7684|1533|1178|0.7684|1533|0.0289| B|
20|professional_law|0|0|0|||1397|1178|0.8432|1397|1178|0.8432|1397|0.0113| D|
21|professional_law|0|0|0|||1320|1177|0.8917|1320|1177|0.8917|1320|0.0148| C|
22|professional_law|0|0|0|||1417|1177|0.8306|1417|1177|0.8306|1417|0.0219| D|
23|professional_law|0|0|0|||1388|1178|0.8487|1388|1178|0.8487|1388|0.0112| B|
24|professional_law|0|0|0|||1486|1178|0.7927|1486|1178|0.7927|1486|0.0147| D|
25|professional_law|0|0|0|||1323|1178|0.8904|1323|1178|0.8904|1323|0.0326| C|
26|professional_law|0|0|0|||1420|1177|0.8289|1420|1177|0.8289|1420|0.0119| A|
27|professional_law|0|0|0|||1629|1179|0.7238|1629|1179|0.7238|1629|0.0133| D|
