request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_uncached_prefill_tokens|sglang_cache_hit_ratio|inference_time_s|actual_sglang_inference_time_s|communication_time_s|routing_processing_time_s|local_processing_time_s|other_processing_time_s|local_snapshot_match_after_process|total_time_s|generated_text|error
0|professional_law|0|0|0|||1359|0|0.0|1359|0|1359|0.0|0.6847|0.0283|0.0|0.0233|0.0079|0.0312|1359|0.7159| B|
1|professional_psychology|1|1|1|||460|0|0.0|460|0|460|0.0|0.24|0.0123|0.0|0.0075|0.0044|0.0119|460|0.2519| C|
2|miscellaneous|2|2|2|||292|0|0.0|292|0|292|0.0|0.182|0.0111|0.0|0.0049|0.0038|0.0087|292|0.1907| B|
3|human_aging|3|3|3|||351|1|0.0028|351|1|350|0.0028|0.2011|0.0116|0.0|0.0035|0.0031|0.0066|351|0.2077| D|
4|anatomy|0|0|0|||388|0|0.0|388|0|388|0.0|0.2142|0.0102|0.0|0.0075|0.0071|0.0146|388|0.2288| B|
5|high_school_biology|1|1|1|||395|0|0.0|395|0|395|0.0|0.2166|0.0106|0.0|0.0048|0.0033|0.0081|395|0.2247| B|
6|professional_law|0|0|0|||1409|1179|0.8368|1409|1179|230|0.8368|0.1626|0.0135|0.0|0.0098|0.0116|0.0214|1409|0.184| A|
7|high_school_chemistry|2|2|2|||449|0|0.0|449|0|449|0.0|0.236|0.0114|0.0|0.0047|0.0042|0.0089|449|0.2449| A|
8|professional_accounting|3|3|3|||561|0|0.0|561|0|561|0.0|0.2787|0.0126|0.0|0.0052|0.0049|0.0101|561|0.2888| C|
9|human_aging|1|1|1|||307|1|0.0033|307|1|306|0.0033|0.1865|0.0093|0.0|0.0044|0.0044|0.0088|307|0.1953| C|
10|public_relations|0|0|0|||399|0|0.0|399|0|399|0.0|0.218|0.0105|0.0|0.0174|0.0134|0.0308|399|0.2488| C|
11|sociology|1|1|1|||403|0|0.0|403|0|403|0.0|0.2195|0.0104|0.0|0.0082|0.0072|0.0154|403|0.2349| B|
12|miscellaneous|2|2|2|||294|261|0.8878|294|261|33|0.8878|0.1081|0.01|0.0|0.0065|0.0062|0.0127|294|0.1208| A|
13|high_school_chemistry|3|3|3|||458|0|0.0|458|0|458|0.0|0.2393|0.0102|0.0|0.0073|0.0072|0.0145|458|0.2538| B|
14|moral_scenarios|2|2|2|||625|0|0.0|625|0|625|0.0|0.3047|0.0106|0.0|0.0088|0.0085|0.0173|625|0.322| C|
15|professional_law|0|0|0|||1341|1178|0.8784|1341|1178|163|0.8784|0.1428|0.0139|0.0|0.0194|0.0181|0.0375|1341|0.1803| D|
16|prehistory|3|3|3|||429|0|0.0|429|0|429|0.0|0.2287|0.0105|0.0|0.0082|0.0126|0.0208|429|0.2495| D|
17|professional_psychology|1|1|1|||393|352|0.8957|393|352|41|0.8957|0.1101|0.0112|0.0|0.0187|0.0109|0.0296|393|0.1397| D|
18|college_chemistry|0|0|0|||430|1|0.0023|430|1|429|0.0023|0.2287|0.012|0.0|0.0246|0.016|0.0406|430|0.2693| B|
19|professional_psychology|2|2|2|||406|0|0.0|406|0|406|0.0|0.2205|0.0112|0.0|0.0104|0.0226|0.033|406|0.2535| A|
20|high_school_chemistry|3|3|3|||436|379|0.8693|436|379|57|0.8693|0.1141|0.0117|0.0|0.0123|0.013|0.0253|436|0.1394| C|
21|electrical_engineering|1|1|1|||385|1|0.0026|385|1|384|0.0026|0.2128|0.0114|0.0|0.0135|0.013|0.0265|385|0.2393| C|
22|high_school_biology|0|0|0|||478|0|0.0|478|0|478|0.0|0.2467|0.0124|0.0|0.026|0.0267|0.0527|478|0.2994| B|
23|management|2|2|2|||278|0|0.0|278|0|278|0.0|0.1775|0.012|0.0|0.0151|0.0139|0.029|278|0.2065| D|
24|professional_psychology|1|1|1|||428|352|0.8224|428|352|76|0.8224|0.119|0.012|0.0|0.0158|0.0142|0.03|428|0.149| D|
25|jurisprudence|3|3|3|||535|0|0.0|535|0|535|0.0|0.2685|0.0123|0.0|0.015|0.0151|0.0301|535|0.2986| C|
