request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_cache_hit_ratio|local_snapshot_match_after_process|total_time_s|generated_text|error
0|high_school_statistics|3|0|0|||697|1|0.0014|697|1|0.0014|697|0.011| C|
1|high_school_statistics|3|0|0|||631|568|0.9002|631|568|0.9002|631|0.0095| C|
2|high_school_statistics|2|0|0|||690|568|0.8232|690|568|0.8232|690|0.0094| A|
3|high_school_statistics|3|0|0|||713|569|0.798|713|569|0.798|713|0.0091| B|
4|high_school_statistics|0|0|0|||728|569|0.7816|728|569|0.7816|728|0.0088| C|
5|high_school_statistics|1|0|0|||751|569|0.7577|751|569|0.7577|751|0.0105| B|
6|high_school_statistics|0|0|0|||681|568|0.8341|681|568|0.8341|681|0.0089| D|
7|high_school_statistics|3|0|0|||704|569|0.8082|704|569|0.8082|704|0.0087| C|
8|high_school_statistics|0|0|0|||690|568|0.8232|690|568|0.8232|690|0.0085| B|
9|high_school_statistics|3|0|0|||709|569|0.8025|709|569|0.8025|709|0.0086| C|
10|high_school_statistics|0|0|0|||672|569|0.8467|672|569|0.8467|672|0.009| B|
11|high_school_statistics|3|0|0|||692|569|0.8223|692|569|0.8223|692|0.0103| C|
12|high_school_statistics|0|0|0|||682|569|0.8343|682|569|0.8343|682|0.0118| C|
13|high_school_statistics|2|0|0|||638|568|0.8903|638|568|0.8903|638|0.0113| A|
14|high_school_statistics|2|0|0|||644|568|0.882|644|568|0.882|644|0.0108| C|
15|high_school_statistics|1|0|0|||731|569|0.7784|731|569|0.7784|731|0.0123| C|
16|high_school_statistics|3|0|0|||657|568|0.8645|657|568|0.8645|657|0.0116| B|
17|high_school_statistics|0|0|0|||738|569|0.771|738|569|0.771|738|0.0114| B|
18|high_school_statistics|0|0|0|||641|570|0.8892|641|570|0.8892|641|0.0452| D|
19|high_school_statistics|0|0|0|||645|569|0.8822|645|569|0.8822|645|0.0114| D|
20|high_school_statistics|0|0|0|||691|569|0.8234|691|569|0.8234|691|0.0115| C|
21|high_school_statistics|2|0|0|||683|569|0.8331|683|569|0.8331|683|0.0117| A|
22|high_school_statistics|0|0|0|||654|568|0.8685|654|568|0.8685|654|0.0114| B|
23|high_school_statistics|2|0|0|||668|569|0.8518|668|569|0.8518|668|0.0219| B|
24|high_school_statistics|1|0|0|||702|568|0.8091|702|568|0.8091|702|0.0103| C|
25|high_school_statistics|0|0|0|||639|569|0.8905|639|569|0.8905|639|0.011| C|
26|high_school_statistics|2|0|0|||746|569|0.7627|746|569|0.7627|746|0.0105| C|
27|high_school_statistics|2|0|0|||734|570|0.7766|734|570|0.7766|734|0.0117| D|
28|high_school_statistics|0|0|0|||692|568|0.8208|692|568|0.8208|692|0.0277| C|
29|high_school_statistics|3|0|0|||784|569|0.7258|784|569|0.7258|784|0.0109| C|
30|high_school_statistics|2|0|0|||662|569|0.8595|662|569|0.8595|662|0.0105| D|
31|high_school_statistics|2|0|0|||727|569|0.7827|727|569|0.7827|727|0.0115| C|
32|high_school_statistics|3|0|0|||635|569|0.8961|635|569|0.8961|635|0.0117| C|
33|high_school_statistics|0|0|0|||664|568|0.8554|664|568|0.8554|664|0.0099| B|
34|high_school_statistics|3|0|0|||656|569|0.8674|656|569|0.8674|656|0.0101| D|
35|high_school_statistics|1|0|0|||756|568|0.7513|756|568|0.7513|756|0.0116| C|
36|high_school_statistics|3|0|0|||657|570|0.8676|657|570|0.8676|657|0.0126| A|
37|high_school_statistics|2|0|0|||658|569|0.8647|658|569|0.8647|658|0.0103| B|
38|high_school_statistics|2|0|0|||637|572|0.898|637|572|0.898|637|0.0114| D|
39|high_school_statistics|3|0|0|||685|569|0.8307|685|569|0.8307|685|0.0112| A|
40|high_school_statistics|2|0|0|||772|569|0.737|772|569|0.737|772|0.0247| D|
41|high_school_statistics|0|0|0|||667|569|0.8531|667|569|0.8531|667|0.011| B|
42|high_school_statistics|3|0|0|||672|568|0.8452|672|568|0.8452|672|0.0102| D|
43|high_school_statistics|1|0|0|||641|573|0.8939|641|573|0.8939|641|0.0105| C|
44|high_school_statistics|3|0|0|||623|568|0.9117|623|568|0.9117|623|0.0658| B|
45|high_school_statistics|0|0|0|||714|568|0.7955|714|568|0.7955|714|0.0109| D|
46|high_school_statistics|0|0|0|||736|568|0.7717|736|568|0.7717|736|0.0108| A|
47|high_school_statistics|2|0|0|||764|569|0.7448|764|569|0.7448|764|0.0106| D|
48|high_school_statistics|0|0|0|||938|569|0.6066|938|569|0.6066|938|0.011| D|
49|high_school_statistics|3|0|0|||724|569|0.7859|724|569|0.7859|724|0.0106| A|
50|high_school_statistics|2|0|0|||712|569|0.7992|712|569|0.7992|712|0.011| A|
51|high_school_statistics|2|0|0|||717|570|0.795|717|570|0.795|717|0.0877| D|
52|high_school_statistics|1|0|0|||730|570|0.7808|730|570|0.7808|730|0.0108| D|
53|high_school_statistics|3|0|0|||653|568|0.8698|653|568|0.8698|653|0.0107| C|
54|high_school_statistics|0|0|0|||669|568|0.849|669|568|0.849|669|0.0984| B|
55|high_school_statistics|0|0|0|||716|569|0.7947|716|569|0.7947|716|0.0119| B|
56|high_school_statistics|0|0|0|||737|568|0.7707|737|568|0.7707|737|0.0113| C|
57|high_school_statistics|3|0|0|||725|569|0.7848|725|569|0.7848|725|0.0872| D|
58|high_school_statistics|0|0|0|||682|569|0.8343|682|569|0.8343|682|0.0109| B|
59|high_school_statistics|3|0|0|||622|571|0.918|622|571|0.918|622|0.0118| A|
60|high_school_statistics|2|0|0|||681|568|0.8341|681|568|0.8341|681|0.0911| B|
61|high_school_statistics|2|0|0|||736|569|0.7731|736|569|0.7731|736|0.0108| D|
62|high_school_statistics|0|0|0|||799|569|0.7121|799|569|0.7121|799|0.0115| D|
63|high_school_statistics|1|0|0|||659|569|0.8634|659|569|0.8634|659|0.0258| A|
64|high_school_statistics|0|0|0|||705|569|0.8071|705|569|0.8071|705|0.0108| D|
65|high_school_statistics|1|0|0|||768|570|0.7422|768|570|0.7422|768|0.0108| D|
66|high_school_statistics|0|0|0|||714|569|0.7969|714|569|0.7969|714|0.0106| C|
67|high_school_statistics|0|0|0|||710|568|0.8|710|568|0.8|710|0.0107| A|
68|high_school_statistics|0|0|0|||742|569|0.7668|742|569|0.7668|742|0.0107| A|
69|high_school_statistics|2|0|0|||683|568|0.8316|683|568|0.8316|683|0.0107| A|
70|high_school_statistics|2|0|0|||649|569|0.8767|649|569|0.8767|649|0.0474| A|
71|high_school_statistics|1|0|0|||678|569|0.8392|678|569|0.8392|678|0.0107| C|
72|high_school_statistics|0|0|0|||695|568|0.8173|695|568|0.8173|695|0.0106| B|
73|high_school_statistics|2|0|0|||619|568|0.9176|619|568|0.9176|619|0.0873| B|
74|high_school_statistics|3|0|0|||648|572|0.8827|648|572|0.8827|648|0.0107| C|
75|high_school_statistics|1|0|0|||636|573|0.9009|636|573|0.9009|636|0.0108| D|
76|high_school_statistics|0|0|0|||651|569|0.874|651|569|0.874|651|0.0522| B|
77|high_school_statistics|2|0|0|||666|573|0.8604|666|573|0.8604|666|0.011| B|
78|high_school_statistics|1|0|0|||653|575|0.8806|653|575|0.8806|653|0.0108| B|
79|high_school_statistics|2|0|0|||765|570|0.7451|765|570|0.7451|765|0.056| B|
80|high_school_statistics|3|0|0|||630|570|0.9048|630|570|0.9048|630|0.0107| C|
81|high_school_statistics|1|0|0|||765|570|0.7451|765|570|0.7451|765|0.0109| D|
82|high_school_statistics|3|0|0|||666|574|0.8619|666|574|0.8619|666|0.0559| D|
83|high_school_statistics|2|0|0|||612|568|0.9281|612|568|0.9281|612|0.011| D|
84|high_school_statistics|0|0|0|||680|569|0.8368|680|569|0.8368|680|0.011| C|
85|high_school_statistics|0|0|0|||629|569|0.9046|629|569|0.9046|629|0.0109| A|
86|high_school_statistics|0|0|0|||715|569|0.7958|715|569|0.7958|715|0.0112| C|
87|high_school_statistics|3|0|0|||640|569|0.8891|640|569|0.8891|640|0.0107| B|
88|high_school_statistics|3|0|0|||633|572|0.9036|633|572|0.9036|633|0.011| A|
