request_id|subject|target_node|ingress_node|processed_by|routed_from|routed_to|prefix_match_input_tokens|expected_cache_hit_tokens|expected_cache_hit_ratio|sglang_prompt_tokens|sglang_cache_hit_tokens|sglang_cache_hit_ratio|local_snapshot_match_after_process|total_time_s|generated_text|error
0|high_school_statistics|1|0|0|||703|1|0.0014|703|1|0.0014|703|0.0121| C|
1|high_school_statistics|1|0|0|||695|568|0.8173|695|568|0.8173|695|0.009| B|
2|high_school_statistics|2|0|0|||710|568|0.8|710|568|0.8|710|0.0087| A|
3|high_school_statistics|1|0|0|||706|577|0.8173|706|577|0.8173|706|0.0082| C|
4|high_school_statistics|2|0|0|||765|568|0.7425|765|568|0.7425|765|0.0087| B|
5|high_school_statistics|3|0|0|||667|569|0.8531|667|569|0.8531|667|0.0088| D|
6|high_school_statistics|1|0|0|||667|568|0.8516|667|568|0.8516|667|0.0085| D|
7|high_school_statistics|0|0|0|||616|572|0.9286|616|572|0.9286|616|0.0083| D|
8|high_school_statistics|3|0|0|||751|569|0.7577|751|569|0.7577|751|0.0083| B|
9|high_school_statistics|0|0|0|||684|569|0.8319|684|569|0.8319|684|0.0082| C|
10|high_school_statistics|1|0|0|||656|568|0.8659|656|568|0.8659|656|0.0082| A|
11|high_school_statistics|2|0|0|||662|569|0.8595|662|569|0.8595|662|0.0081| C|
12|high_school_statistics|0|0|0|||677|569|0.8405|677|569|0.8405|677|0.0082| B|
13|high_school_statistics|2|0|0|||668|569|0.8518|668|569|0.8518|668|0.0085| C|
14|high_school_statistics|0|0|0|||672|570|0.8482|672|570|0.8482|672|0.0084| B|
15|high_school_statistics|3|0|0|||690|573|0.8304|690|573|0.8304|690|0.0158| B|
16|high_school_statistics|3|0|0|||606|569|0.9389|606|569|0.9389|606|0.0099| B|
17|high_school_statistics|1|0|0|||701|568|0.8103|701|568|0.8103|701|0.0121| D|
18|high_school_statistics|3|0|0|||724|568|0.7845|724|568|0.7845|724|0.0147| C|
19|high_school_statistics|2|0|0|||815|569|0.6982|815|569|0.6982|815|0.0119| D|
20|high_school_statistics|3|0|0|||658|573|0.8708|658|573|0.8708|658|0.0115| B|
21|high_school_statistics|2|0|0|||644|569|0.8835|644|569|0.8835|644|0.01| C|
22|high_school_statistics|2|0|0|||685|569|0.8307|685|569|0.8307|685|0.01| A|
23|high_school_statistics|2|0|0|||717|568|0.7922|717|568|0.7922|717|0.012| D|
24|high_school_statistics|0|0|0|||634|570|0.8991|634|570|0.8991|634|0.0118| D|
25|high_school_statistics|0|0|0|||648|569|0.8781|648|569|0.8781|648|0.0595| B|
26|high_school_statistics|2|0|0|||693|568|0.8196|693|568|0.8196|693|0.0112| B|
27|high_school_statistics|3|0|0|||808|568|0.703|808|568|0.703|808|0.013| A|
28|high_school_statistics|2|0|0|||697|568|0.8149|697|568|0.8149|697|0.0119| B|
29|high_school_statistics|2|0|0|||650|569|0.8754|650|569|0.8754|650|0.0189| C|
30|high_school_statistics|2|0|0|||718|569|0.7925|718|569|0.7925|718|0.0105| B|
31|high_school_statistics|0|0|0|||647|568|0.8779|647|568|0.8779|647|0.01| B|
32|high_school_statistics|3|0|0|||659|568|0.8619|659|568|0.8619|659|0.0099| C|
33|high_school_statistics|3|0|0|||710|569|0.8014|710|569|0.8014|710|0.0117| B|
34|high_school_statistics|0|0|0|||629|573|0.911|629|573|0.911|629|0.0107| C|
35|high_school_statistics|3|0|0|||703|568|0.808|703|568|0.808|703|0.0102| D|
36|high_school_statistics|3|0|0|||697|569|0.8164|697|569|0.8164|697|0.0103| D|
37|high_school_statistics|1|0|0|||623|569|0.9133|623|569|0.9133|623|0.0105| D|
38|high_school_statistics|1|0|0|||668|569|0.8518|668|569|0.8518|668|0.0103| D|
39|high_school_statistics|0|0|0|||706|569|0.8059|706|569|0.8059|706|0.01| A|
40|high_school_statistics|1|0|0|||731|569|0.7784|731|569|0.7784|731|0.0108| C|
41|high_school_statistics|2|0|0|||721|570|0.7906|721|570|0.7906|721|0.0121| C|
42|high_school_statistics|1|0|0|||668|569|0.8518|668|569|0.8518|668|0.0113| B|
43|high_school_statistics|1|0|0|||790|568|0.719|790|568|0.719|790|0.011| D|
44|high_school_statistics|0|0|0|||675|570|0.8444|675|570|0.8444|675|0.0104| D|
45|high_school_statistics|0|0|0|||684|570|0.8333|684|570|0.8333|684|0.0114| C|
46|high_school_statistics|2|0|0|||648|570|0.8796|648|570|0.8796|648|0.0099| A|
47|high_school_statistics|1|0|0|||709|574|0.8096|709|574|0.8096|709|0.0102| B|
48|high_school_statistics|2|0|0|||704|570|0.8097|704|570|0.8097|704|0.0101| C|
49|high_school_statistics|2|0|0|||754|569|0.7546|754|569|0.7546|754|0.0103| A|
50|high_school_statistics|1|0|0|||748|569|0.7607|748|569|0.7607|748|0.0109| C|
51|high_school_statistics|3|0|0|||730|569|0.7795|730|569|0.7795|730|0.0401| D|
52|high_school_statistics|3|0|0|||610|569|0.9328|610|569|0.9328|610|0.0101| D|
53|high_school_statistics|2|0|0|||694|574|0.8271|694|574|0.8271|694|0.0112| C|
54|high_school_statistics|2|0|0|||699|571|0.8169|699|571|0.8169|699|0.0106| D|
55|high_school_statistics|3|0|0|||694|569|0.8199|694|569|0.8199|694|0.0394| B|
56|high_school_statistics|0|0|0|||707|569|0.8048|707|569|0.8048|707|0.0108| A|
57|high_school_statistics|3|0|0|||639|573|0.8967|639|573|0.8967|639|0.0147| C|
58|high_school_statistics|1|0|0|||672|569|0.8467|672|569|0.8467|672|0.01| B|
59|high_school_statistics|0|0|0|||634|574|0.9054|634|574|0.9054|634|0.0104| C|
60|high_school_statistics|1|0|0|||750|568|0.7573|750|568|0.7573|750|0.0104| A|
61|high_school_statistics|3|0|0|||802|572|0.7132|802|572|0.7132|802|0.0105| C|
62|high_school_statistics|2|0|0|||742|569|0.7668|742|569|0.7668|742|0.0783| A|
63|high_school_statistics|0|0|0|||735|570|0.7755|735|570|0.7755|735|0.0104| D|
64|high_school_statistics|1|0|0|||727|568|0.7813|727|568|0.7813|727|0.0102| B|
65|high_school_statistics|3|0|0|||658|573|0.8708|658|573|0.8708|658|0.0108| D|
66|high_school_statistics|1|0|0|||703|569|0.8094|703|569|0.8094|703|0.0105| B|
67|high_school_statistics|2|0|0|||682|571|0.8372|682|571|0.8372|682|0.0104| B|
68|high_school_statistics|0|0|0|||663|569|0.8582|663|569|0.8582|663|0.0104| A|
69|high_school_statistics|3|0|0|||740|569|0.7689|740|569|0.7689|740|0.0495| B|
70|high_school_statistics|3|0|0|||687|569|0.8282|687|569|0.8282|687|0.01| A|
71|high_school_statistics|0|0|0|||637|570|0.8948|637|570|0.8948|637|0.0102| D|
72|high_school_statistics|1|0|0|||657|569|0.8661|657|569|0.8661|657|0.0929| C|
73|high_school_statistics|2|0|0|||640|569|0.8891|640|569|0.8891|640|0.0106| A|
74|high_school_statistics|3|0|0|||669|569|0.8505|669|569|0.8505|669|0.0106| A|
75|high_school_statistics|0|0|0|||807|568|0.7038|807|568|0.7038|807|0.0549| D|
76|high_school_statistics|1|0|0|||637|568|0.8917|637|568|0.8917|637|0.0103| B|
77|high_school_statistics|1|0|0|||714|569|0.7969|714|569|0.7969|714|0.0107| C|
78|high_school_statistics|0|0|0|||654|574|0.8777|654|574|0.8777|654|0.0548| B|
79|high_school_statistics|0|0|0|||714|569|0.7969|714|569|0.7969|714|0.0106| B|
80|high_school_statistics|3|0|0|||688|571|0.8299|688|571|0.8299|688|0.0114| B|
81|high_school_statistics|3|0|0|||719|568|0.79|719|568|0.79|719|0.0593| C|
82|high_school_statistics|3|0|0|||690|571|0.8275|690|571|0.8275|690|0.0107| A|
83|high_school_statistics|0|0|0|||668|569|0.8518|668|569|0.8518|668|0.0113| A|
84|high_school_statistics|1|0|0|||676|568|0.8402|676|568|0.8402|676|0.0105| B|
85|high_school_statistics|2|0|0|||773|569|0.7361|773|569|0.7361|773|0.0107| D|
86|high_school_statistics|2|0|0|||677|574|0.8479|677|574|0.8479|677|0.012| C|
87|high_school_statistics|0|0|0|||664|569|0.8569|664|569|0.8569|664|0.0108| A|
88|high_school_statistics|1|0|0|||705|569|0.8071|705|569|0.8071|705|0.011| B|
89|high_school_statistics|2|0|0|||682|569|0.8343|682|569|0.8343|682|0.1125| C|
90|high_school_statistics|1|0|0|||663|569|0.8582|663|569|0.8582|663|0.0116| B|
91|high_school_statistics|2|0|0|||626|571|0.9121|626|571|0.9121|626|0.011| B|
92|high_school_statistics|3|0|0|||724|569|0.7859|724|569|0.7859|724|0.0109| B|
93|high_school_statistics|2|0|0|||656|570|0.8689|656|570|0.8689|656|0.0109| B|
94|high_school_statistics|3|0|0|||699|569|0.814|699|569|0.814|699|0.1221| C|
95|high_school_statistics|0|0|0|||713|570|0.7994|713|570|0.7994|713|0.0115| A|
96|high_school_statistics|1|0|0|||666|568|0.8529|666|568|0.8529|666|0.011| B|
97|high_school_statistics|2|0|0|||730|569|0.7795|730|569|0.7795|730|0.012| D|
98|high_school_statistics|2|0|0|||649|569|0.8767|649|569|0.8767|649|0.0121| C|
99|high_school_statistics|2|0|0|||647|569|0.8794|647|569|0.8794|647|0.07| B|
100|high_school_statistics|0|0|0|||693|569|0.8211|693|569|0.8211|693|0.0112| C|
101|high_school_statistics|3|0|0|||741|571|0.7706|741|571|0.7706|741|0.1276| D|
102|high_school_statistics|1|0|0|||748|568|0.7594|748|568|0.7594|748|0.0113| A|
103|high_school_statistics|0|0|0|||675|572|0.8474|675|572|0.8474|675|0.1291| C|
104|high_school_statistics|3|0|0|||692|568|0.8208|692|568|0.8208|692|0.011| A|
105|high_school_statistics|0|0|0|||637|568|0.8917|637|568|0.8917|637|0.1328| A|
106|high_school_statistics|2|0|0|||647|569|0.8794|647|569|0.8794|647|0.0112| A|
107|high_school_statistics|1|0|0|||703|569|0.8094|703|569|0.8094|703|0.1368| B|
108|high_school_statistics|2|0|0|||750|570|0.76|750|570|0.76|750|0.0113| D|
109|high_school_statistics|0|0|0|||684|569|0.8319|684|569|0.8319|684|0.1403| D|
110|high_school_statistics|2|0|0|||678|570|0.8407|678|570|0.8407|678|0.0114| C|
111|high_school_statistics|3|0|0|||676|572|0.8462|676|572|0.8462|676|0.1371| C|
112|high_school_statistics|0|0|0|||672|569|0.8467|672|569|0.8467|672|0.0111| A|
113|high_school_statistics|1|0|0|||669|569|0.8505|669|569|0.8505|669|0.0788| C|
114|high_school_statistics|3|0|0|||693|569|0.8211|693|569|0.8211|693|0.0121| C|
115|high_school_statistics|3|0|0|||706|569|0.8059|706|569|0.8059|706|0.0808| B|
116|high_school_statistics|3|0|0|||683|574|0.8404|683|574|0.8404|683|0.0114| C|
117|high_school_statistics|1|0|0|||709|569|0.8025|709|569|0.8025|709|0.0772| A|
118|high_school_statistics|1|0|0|||686|568|0.828|686|568|0.828|686|0.0113| B|
119|high_school_statistics|0|0|0|||728|569|0.7816|728|569|0.7816|728|0.0808| D|
120|high_school_statistics|1|0|0|||652|569|0.8727|652|569|0.8727|652|0.0113| B|
